,receptor,family,type,gene
59,CB2 receptor,Cannabinoid receptors,gpcr,['cnr2']
60,chemerin receptor 1,Chemerin receptors,gpcr,"['cmklr1', 'cmklrl2', 'cmklrl2']"
61,chemerin receptor 2,Chemerin receptors,gpcr,['gpr1']
62,CCR1,Chemokine receptors,gpcr,"['ccr11.1', 'ccr2', 'ccr2', 'si:cabz01093077.1']"
63,CCR2,Chemokine receptors,gpcr,"['ccr11.1', 'ccr2', 'ccr2', 'si:cabz01093077.1']"
64,CCR3,Chemokine receptors,gpcr,"['ccr11.1', 'ccr2', 'ccr2', 'si:cabz01093077.1']"
65,CCR4,Chemokine receptors,gpcr,"['ccr11.1', 'ccr2', 'ccr2', 'si:cabz01093077.1']"
66,CCR5,Chemokine receptors,gpcr,"['ccr11.1', 'ccr2', 'ccr2', 'si:cabz01093077.1']"
67,CCR6,Chemokine receptors,gpcr,"['ccr6b', 'ccr6a']"
68,CCR7,Chemokine receptors,gpcr,['ccr7']
69,CCR8,Chemokine receptors,gpcr,"['ccr11.1', 'ccr2', 'ccr2', 'si:cabz01093077.1']"
70,CCR9,Chemokine receptors,gpcr,"['ccr9a', 'ccr9b']"
71,CCR10,Chemokine receptors,gpcr,['ccr10']
72,CXCR1,Chemokine receptors,gpcr,['cxcr2']
73,CXCR2,Chemokine receptors,gpcr,['cxcr2']
74,CXCR3,Chemokine receptors,gpcr,"['cxcr3.1', 'cxcr3.3']"
75,CXCR4,Chemokine receptors,gpcr,"['cxcr4b', 'cxcr4a']"
76,CXCR5,Chemokine receptors,gpcr,['cxcr5']
77,CX3CR1,Chemokine receptors,gpcr,"['cabz01093075.1', 'ccr8.1']"
78,XCR1,Chemokine receptors,gpcr,"['xcr1b.1', 'xcr1a.1']"
79,ACKR2,Chemokine receptors,gpcr,['ACKR2']
80,ACKR3,Chemokine receptors,gpcr,"['ackr3b', 'ackr3a']"
81,ACKR4,Chemokine receptors,gpcr,"['ackr4b', 'ackr4a']"
82,CCRL2,Chemokine receptors,gpcr,"['ccr11.1', 'ccr2', 'ccr2', 'si:cabz01093077.1']"
83,CCK1 receptor,Cholecystokinin receptors,gpcr,['CCKAR']
84,CCK2 receptor,Cholecystokinin receptors,gpcr,"['si:dkey-1h24.2', 'CCKBR']"
85,GPR4,Class A Orphans,gpcr,['gpr4']
86,GPR42,Class A Orphans,gpcr,"['si:dkey-211g8.7', 'si:dkey-211g8.6', 'CU855821.1', 'si:ch73-90p23.1']"
87,GPR6,Class A Orphans,gpcr,['gpr6']
88,GPR12,Class A Orphans,gpcr,['gpr12']
89,GPR17,Class A Orphans,gpcr,['gpr17']
90,GPR18,Class A Orphans,gpcr,['gpr18']
91,GPR19,Class A Orphans,gpcr,['gpr19']
92,GPR20,Class A Orphans,gpcr,['gpr20']
93,GPR22,Class A Orphans,gpcr,"['gpr22a', 'gpr22b']"
94,GPR25,Class A Orphans,gpcr,['gpr25']
95,GPR26,Class A Orphans,gpcr,['gpr26']
96,GPR27,Class A Orphans,gpcr,['gpr27']
97,GPR32,Class A Orphans,gpcr,"['si:ch73-160i9.2', 'si:dkey-211g8.1', 'si:ch73-160i9.3', 'si:ch73-160i9.1', 'si:ch73-160i9.3', 'CU571081.1']"
98,GPR33,Class A Orphans,gpcr,"['si:ch73-160i9.2', 'si:dkey-211g8.1', 'si:ch73-160i9.3', 'si:ch73-160i9.1', 'si:ch73-160i9.3', 'CU571081.1']"
99,GPR34,Class A Orphans,gpcr,"['gpr34b', 'CABZ01118270.1']"
100,GPR35,Class A Orphans,gpcr,"['gpr35.1', 'CT583662.1']"
101,GPR37,Class A Orphans,gpcr,"['gpr37b', 'gpr37a']"
102,GPR37L1,Class A Orphans,gpcr,"['gpr37l1a', 'gpr37l1b']"
103,GPR39,Class A Orphans,gpcr,['gpr39']
104,GPR45,Class A Orphans,gpcr,['GPR45']
105,GPR50,Class A Orphans,gpcr,['mtnr1c']
106,GPR52,Class A Orphans,gpcr,['gpr52']
107,GPR61,Class A Orphans,gpcr,['gpr61']
108,GPR62,Class A Orphans,gpcr,"['gpr61l', 'GPR62']"
109,GPR63,Class A Orphans,gpcr,['gpr63']
110,GPR65,Class A Orphans,gpcr,['gpr65']
111,GPR68,Class A Orphans,gpcr,['GPR68']
112,GPR75,Class A Orphans,gpcr,['gpr75']
113,GPR78,Class A Orphans,gpcr,"['gpr78a', 'gpr78b']"
114,GPR84,Class A Orphans,gpcr,['gpr84']
115,GPR85,Class A Orphans,gpcr,['gpr85']
116,GPR101,Class A Orphans,gpcr,['gpr101']
117,GPR119,Class A Orphans,gpcr,['AL935199.1']
118,GPR132,Class A Orphans,gpcr,['si:ch211-184m13.4']
119,GPR135,Class A Orphans,gpcr,['gpr135']
120,GPR139,Class A Orphans,gpcr,['gpr139']
121,GPR141,Class A Orphans,gpcr,['GPR141']
122,GPR142,Class A Orphans,gpcr,['gpr142']
123,GPR151,Class A Orphans,gpcr,['GPR151']
124,GPR153,Class A Orphans,gpcr,['gpr153']
125,GPR160,Class A Orphans,gpcr,['gpr160']
126,GPR161,Class A Orphans,gpcr,"['gpr161', 'GPR161']"
127,GPR171,Class A Orphans,gpcr,['gpr171']
128,GPR173,Class A Orphans,gpcr,['gpr173']
129,GPR176,Class A Orphans,gpcr,['gpr176']
130,GPR182,Class A Orphans,gpcr,['gpr182']
131,GPR183,Class A Orphans,gpcr,"['gpr183a', 'gpr183b']"
132,LGR4,Class A Orphans,gpcr,['lgr4']
133,P2RY8,Class A Orphans,gpcr,['p2ry8']
134,P2RY10,Class A Orphans,gpcr,['p2ry10']
135,TAAR5,Class A Orphans,gpcr,"['taar13d', 'taar13b', 'taar13c', 'taar13a', 'taar13e']"
136,GPR156,Class C Orphans,gpcr,['gpr156']
137,GPR158,Class C Orphans,gpcr,"['gpr158a', 'gpr158b']"
138,GPR179,Class C Orphans,gpcr,['si:ch211-156l18.8']
139,GPRC5A,Class C Orphans,gpcr,['CABZ01109019.1']
140,GPRC5B,Class C Orphans,gpcr,"['gprc5bb', 'gprc5ba']"
141,GPRC5C,Class C Orphans,gpcr,['gprc5c']
142,GPRC5D,Class C Orphans,gpcr,['CABZ01109019.1']
143,GPRC6 receptor,Class C Orphans,gpcr,['gprc6a']
144,FZD1,Class Frizzled GPCRs,gpcr,['fzd1']
145,FZD2,Class Frizzled GPCRs,gpcr,['fzd2']
146,FZD3,Class Frizzled GPCRs,gpcr,"['fzd3a', 'fzd3b']"
147,FZD4,Class Frizzled GPCRs,gpcr,['fzd4']
148,FZD5,Class Frizzled GPCRs,gpcr,['fzd5']
149,FZD6,Class Frizzled GPCRs,gpcr,['fzd6']
150,FZD7,Class Frizzled GPCRs,gpcr,"['fzd7b', 'fzd7a']"
151,FZD8,Class Frizzled GPCRs,gpcr,"['fzd8b', 'fzd8a']"
152,FZD9,Class Frizzled GPCRs,gpcr,"['fzd9b', 'fzd9a']"
153,FZD10,Class Frizzled GPCRs,gpcr,['fzd10']
154,SMO,Class Frizzled GPCRs,gpcr,['smo']
155,C3a receptor,Complement peptide receptors,gpcr,['ENSDARG00000031749']
156,C5a1 receptor,Complement peptide receptors,gpcr,['CABZ01041494.1']
157,C5a2 receptor,Complement peptide receptors,gpcr,['CABZ01041494.1']
158,CRF1 receptor,Corticotropin-releasing factor receptors,gpcr,"['crhr1', 'crhr1']"
159,CRF2 receptor,Corticotropin-releasing factor receptors,gpcr,['CRHR2']
160,D1 receptor,Dopamine receptors,gpcr,['drd1b']
161,D2 receptor,Dopamine receptors,gpcr,['drd2l']
162,D3 receptor,Dopamine receptors,gpcr,['drd3']
163,D4 receptor,Dopamine receptors,gpcr,"['drd4b', 'drd4a']"
164,D5 receptor,Dopamine receptors,gpcr,['DRD5']
165,ETA receptor,Endothelin receptors,gpcr,"['ednraa', 'ednrab']"
166,ETB receptor,Endothelin receptors,gpcr,"['ednrbb', 'ednrba']"
167,FPR1,Formylpeptide receptors,gpcr,"['si:ch73-160i9.2', 'si:dkey-211g8.1', 'si:ch73-160i9.3', 'si:ch73-160i9.1', 'si:ch73-160i9.3', 'CU571081.1']"
168,FPR2/ALX,Formylpeptide receptors,gpcr,"['si:ch73-160i9.2', 'si:dkey-211g8.1', 'si:ch73-160i9.3', 'si:ch73-160i9.1', 'si:ch73-160i9.3', 'CU571081.1']"
169,FPR3,Formylpeptide receptors,gpcr,"['si:ch73-160i9.2', 'si:dkey-211g8.1', 'si:ch73-160i9.3', 'si:ch73-160i9.1', 'si:ch73-160i9.3', 'CU571081.1']"
170,FFA1 receptor,Free fatty acid receptors,gpcr,['si:dkey-211g8.9']
171,FFA2 receptor,Free fatty acid receptors,gpcr,"['si:dkey-211g8.7', 'si:dkey-211g8.6', 'CU855821.1', 'si:ch73-90p23.1']"
172,FFA3 receptor,Free fatty acid receptors,gpcr,"['si:dkey-211g8.7', 'si:dkey-211g8.6', 'CU855821.1', 'si:ch73-90p23.1']"
173,GPR42,Free fatty acid receptors,gpcr,"['si:dkey-211g8.7', 'si:dkey-211g8.6', 'CU855821.1', 'si:ch73-90p23.1']"
174,GABAB1,GABAB receptors,gpcr,"['gabbr1b', 'gabbr1a']"
175,GABAB2,GABAB receptors,gpcr,"['gabbr2', 'CR855311.6']"
176,GAL1 receptor,Galanin receptors,gpcr,['galr1a']
177,GAL2 receptor,Galanin receptors,gpcr,['galr2a']
178,GAL3 receptor,Galanin receptors,gpcr,['galr2b']
179,ghrelin receptor,Ghrelin receptor,gpcr,"['ghsra', 'ghsrb']"
180,GHRH receptor,Glucagon receptor family,gpcr,['ghrhrl']
181,glucagon receptor,Glucagon receptor family,gpcr,['gipr']
182,FSH receptor,Glycoprotein hormone receptors,gpcr,['fshr']
183,LH receptor,Glycoprotein hormone receptors,gpcr,['lhcgr']
184,TSH receptor,Glycoprotein hormone receptors,gpcr,['tshr']
185,GnRH1 receptor,Gonadotrophin-releasing hormone receptors,gpcr,"['gnrhr2', 'gnrhr4']"
186,GPR18,"GPR18, GPR55 and GPR119",gpcr,['gpr18']
187,GPR119,"GPR18, GPR55 and GPR119",gpcr,['AL935199.1']
188,GPER,G protein-coupled estrogen receptor,gpcr,['gper1']
189,H2 receptor,Histamine receptors,gpcr,['hrh2a']
190,kisspeptin receptor,Kisspeptin receptor,gpcr,['kiss1rb']
191,BLT1 receptor,Leukotriene receptors,gpcr,['ltb4r']
192,BLT2 receptor,Leukotriene receptors,gpcr,"['ltb4r2b', 'ltb4r2a']"
193,CysLT1 receptor,Leukotriene receptors,gpcr,['cysltr1']
194,OXE receptor,Leukotriene receptors,gpcr,"['hcar1-3', 'hcar1-4']"
195,FPR2/ALX,Leukotriene receptors,gpcr,"['si:ch73-160i9.2', 'si:dkey-211g8.1', 'si:ch73-160i9.3', 'si:ch73-160i9.1', 'si:ch73-160i9.3', 'CU571081.1']"
196,LPA1 receptor,Lysophospholipid (LPA) receptors,gpcr,['lpar1']
197,LPA2 receptor,Lysophospholipid (LPA) receptors,gpcr,"['lpar2a', 'lpar2b']"
198,LPA3 receptor,Lysophospholipid (LPA) receptors,gpcr,['lpar3']
199,LPA4 receptor,Lysophospholipid (LPA) receptors,gpcr,['lpar4']
200,LPA5 receptor,Lysophospholipid (LPA) receptors,gpcr,"['lpar5a', 'lpar5b']"
201,LPA6 receptor,Lysophospholipid (LPA) receptors,gpcr,"['lpar6a', 'lpar6b']"
202,S1P1 receptor,Lysophospholipid (S1P) receptors,gpcr,['s1pr1']
203,S1P2 receptor,Lysophospholipid (S1P) receptors,gpcr,['s1pr2']
204,S1P4 receptor,Lysophospholipid (S1P) receptors,gpcr,['s1pr4']
205,S1P5 receptor,Lysophospholipid (S1P) receptors,gpcr,"['s1pr5a', 's1pr5b']"
206,MCH1 receptor,Melanin-concentrating hormone receptors,gpcr,"['mchr1b', 'mchr1a']"
207,MCH2 receptor,Melanin-concentrating hormone receptors,gpcr,"['MCHR2', 'MCHR2']"
208,MC1 receptor,Melanocortin receptors,gpcr,['mc1r']
209,MC2 receptor,Melanocortin receptors,gpcr,['mc2r']
210,MC3 receptor,Melanocortin receptors,gpcr,['mc3r']
211,MC4 receptor,Melanocortin receptors,gpcr,['mc4r']
212,MC5 receptor,Melanocortin receptors,gpcr,"['mc5ra', 'mc5rb']"
213,MT1 receptor,Melatonin receptors,gpcr,"['mtnr1aa', 'mtnr1ab']"
214,mGlu1 receptor,Metabotropic glutamate receptors,gpcr,"['grm1a', 'grm1b']"
215,mGlu2 receptor,Metabotropic glutamate receptors,gpcr,"['grm2a', 'grm2b']"
216,mGlu3 receptor,Metabotropic glutamate receptors,gpcr,['grm3']
217,mGlu4 receptor,Metabotropic glutamate receptors,gpcr,['grm4']
218,mGlu5 receptor,Metabotropic glutamate receptors,gpcr,"['grm5a', 'grm5b']"
219,mGlu6 receptor,Metabotropic glutamate receptors,gpcr,"['grm6a', 'grm6b']"
220,mGlu7 receptor,Metabotropic glutamate receptors,gpcr,"['GRM7', 'CR974456.1']"
221,mGlu8 receptor,Metabotropic glutamate receptors,gpcr,"['grm8b', 'grm8a']"
222,motilin receptor,Motilin receptor,gpcr,['mlnr']
223,NMU1 receptor,Neuromedin U receptors,gpcr,"['nmur1b', 'nmur1a']"
224,NPFF1 receptor,Neuropeptide FF/neuropeptide AF receptors,gpcr,['npffr1']
225,NPFF2 receptor,Neuropeptide FF/neuropeptide AF receptors,gpcr,"['NPFFR2', 'npffr2b']"
226,NPS receptor,Neuropeptide S receptor,gpcr,['si:dkey-78k11.9']
227,NPBW2 receptor,Neuropeptide W/neuropeptide B receptors,gpcr,['npbwr2a']
228,Y1 receptor,Neuropeptide Y receptors,gpcr,['npy1r']
229,Y2 receptor,Neuropeptide Y receptors,gpcr,"['npy2rl', 'npy2r']"
230,Y5 receptor,Neuropeptide Y receptors,gpcr,['npy4r']
231,NTS1 receptor,Neurotensin receptors,gpcr,['ntsr1']
232,δ receptor,Opioid receptors,gpcr,"['oprd1b', 'oprd1a']"
233,κ receptor,Opioid receptors,gpcr,['oprk1']
234,μ receptor,Opioid receptors,gpcr,['oprm1']
235,NOP receptor,Opioid receptors,gpcr,['oprl1']
236,OPN1LW,Opsin receptors,gpcr,"['opn1lw2', 'opn1lw1']"
237,OPN1MW,Opsin receptors,gpcr,"['opn1lw2', 'opn1lw1']"
238,OPN1SW,Opsin receptors,gpcr,['opn1sw1']
239,Rhodopsin,Opsin receptors,gpcr,"['rho', 'rhol', 'RHO', 'exorh']"
240,OPN3,Opsin receptors,gpcr,"['opn3', 'chm']"
241,OPN4,Opsin receptors,gpcr,"['opn4.1', 'opn4a', 'opn4b']"
242,OPN5,Opsin receptors,gpcr,['opn5']
243,OX2 receptor,Orexin receptors,gpcr,['hcrtr2']
244,GPR107,Other 7TM proteins,gpcr,['gpr107']
245,GPR137,Other 7TM proteins,gpcr,['gpr137']
246,TPRA1,Other 7TM proteins,gpcr,['tpra1']
247,GPR143,Other 7TM proteins,gpcr,['gpr143']
248,GPR157,Other 7TM proteins,gpcr,['gpr157']
249,oxoglutarate receptor,Oxoglutarate receptor,gpcr,"['oxgr1b', 'oxgr1a.1', 'oxgr1a.3', 'oxgr1a.2']"
250,P2Y1 receptor,P2Y receptors,gpcr,['p2ry1']
251,P2Y2 receptor,P2Y receptors,gpcr,"['p2ry2.1', 'p2ry2.3', 'p2ry2.2']"
252,P2Y11 receptor,P2Y receptors,gpcr,['p2ry11']
253,P2Y12 receptor,P2Y receptors,gpcr,['p2ry12']
254,P2Y13 receptor,P2Y receptors,gpcr,['p2ry13']
255,P2Y14 receptor,P2Y receptors,gpcr,['P2RY14']
256,PTH1 receptor,Parathyroid hormone receptors,gpcr,['pth1r']
257,PTH2 receptor,Parathyroid hormone receptors,gpcr,"['pth2ra', 'pth2rb']"
258,PAF receptor,Platelet-activating factor receptor,gpcr,['ptafr']
259,PrRP receptor,Prolactin-releasing peptide receptor,gpcr,['PRLHR']
260,EP1 receptor,Prostanoid receptors,gpcr,['ptger1c']
261,EP2 receptor,Prostanoid receptors,gpcr,"['ptger2a', 'ptger2b']"
262,EP3 receptor,Prostanoid receptors,gpcr,['ptger3']
263,EP4 receptor,Prostanoid receptors,gpcr,"['ptger4b', 'ptger4a']"
264,FP receptor,Prostanoid receptors,gpcr,['ptgfr']
265,IP receptor,Prostanoid receptors,gpcr,['ptgir']
266,TP receptor,Prostanoid receptors,gpcr,['tbxa2r']
267,PAR1,Proteinase-activated receptors,gpcr,['f2r']
268,PAR2,Proteinase-activated receptors,gpcr,"['f2rl1.1', 'f2rl1.2']"
269,PAR3,Proteinase-activated receptors,gpcr,"['F2RL2', 'f2rl2']"
270,PAR4,Proteinase-activated receptors,gpcr,['F2RL3']
271,QRFP receptor,QRFP receptor,gpcr,"['qrfpra', 'QRFPR']"
272,RXFP1,Relaxin family peptide receptors,gpcr,['rxfp1']
273,RXFP2,Relaxin family peptide receptors,gpcr,['rxfp2b']
274,SST1 receptor,Somatostatin receptors,gpcr,['sstr1a']
275,SST2 receptor,Somatostatin receptors,gpcr,"['sstr2a', 'sstr2b']"
276,SST5 receptor,Somatostatin receptors,gpcr,"['sstr3', 'si:zfos-169g10.2']"
277,NK1 receptor,Tachykinin receptors,gpcr,"['tacr1a', 'tacr1b']"
278,NK2 receptor,Tachykinin receptors,gpcr,['tacr2']
279,NK3 receptor,Tachykinin receptors,gpcr,"['tacr3l', 'tacr3a']"
280,TAS1R2,Taste 1 receptors,gpcr,"['tas1r2.2', 'tas1r2.2']"
281,TAS1R3,Taste 1 receptors,gpcr,['tas1r3']
282,TAS2R1,Taste 2 receptors,gpcr,"['tas2r200.2', 'tas2r200.1']"
283,TAS2R4,Taste 2 receptors,gpcr,"['tas2r200.2', 'tas2r200.1']"
284,TAS2R5,Taste 2 receptors,gpcr,"['tas2r200.2', 'tas2r200.1']"
285,TAS2R16,Taste 2 receptors,gpcr,"['tas2r200.2', 'tas2r200.1']"
286,TAS2R38,Taste 2 receptors,gpcr,"['tas2r200.2', 'tas2r200.1']"
287,TAS2R39,Taste 2 receptors,gpcr,"['tas2r200.2', 'tas2r200.1']"
288,TAS2R40,Taste 2 receptors,gpcr,"['tas2r200.2', 'tas2r200.1']"
289,TAS2R41,Taste 2 receptors,gpcr,"['tas2r200.2', 'tas2r200.1']"
290,TAS2R60,Taste 2 receptors,gpcr,"['tas2r200.2', 'tas2r200.1']"
291,TRH1 receptor,Thyrotropin-releasing hormone receptors,gpcr,"['trhrb', 'trhra']"
292,TRH2 receptor,Thyrotropin-releasing hormone receptors,gpcr,['trhr2']
293,TA1 receptor,Trace amine receptor,gpcr,['taar1b']
294,V1A receptor,Vasopressin and oxytocin receptors,gpcr,"['avpr1ab', 'avpr1aa']"
295,V2 receptor,Vasopressin and oxytocin receptors,gpcr,"['avpr2aa', 'avpr2ab']"
296,OT receptor,Vasopressin and oxytocin receptors,gpcr,"['oxtr', 'oxtrl']"
297,PAC1 receptor,VIP and PACAP receptors,gpcr,"['adcyap1r1a', 'adcyap1r1a']"
298,VPAC1 receptor,VIP and PACAP receptors,gpcr,['vipr1b']
299,VPAC2 receptor,VIP and PACAP receptors,gpcr,['vipr2']
300,DAX1,0B. DAX-like receptors,nhr,['nr0b1']
301,SHP,0B. DAX-like receptors,nhr,"['nr0b2a', 'nr0b2b']"
302,Thyroid hormone receptor-α,1A. Thyroid hormone receptors,nhr,"['thraa', 'thrab']"
303,Thyroid hormone receptor-β,1A. Thyroid hormone receptors,nhr,['thrb']
304,Retinoic acid receptor-γ,1B. Retinoic acid receptors,nhr,"['rarga', 'rargb']"
305,Peroxisome proliferator-activated receptor-α,1C. Peroxisome proliferator-activated receptors,nhr,"['pparaa', 'pparab']"
306,Peroxisome proliferator-activated receptor-β/δ,1C. Peroxisome proliferator-activated receptors,nhr,"['ppardb', 'pparda']"
307,Rev-Erb-α,1D. Rev-Erb receptors,nhr,['nr1d1']
308,Rev-Erb-β,1D. Rev-Erb receptors,nhr,"['nr1d2a', 'nr1d2b']"
309,RAR-related orphan receptor-α,1F. Retinoic acid-related orphans,nhr,['roraa']
310,RAR-related orphan receptor-β,1F. Retinoic acid-related orphans,nhr,['rorb']
311,Farnesoid X receptor,1H. Liver X receptor-like receptors,nhr,['nr1h4']
312,Liver X receptor-α,1H. Liver X receptor-like receptors,nhr,['nr1h3']
313,Vitamin D receptor,1I. Vitamin D receptor-like receptors,nhr,"['vdrb', 'vdra', 'CABZ01088036.1']"
314,Pregnane X receptor,1I. Vitamin D receptor-like receptors,nhr,['nr1i2']
315,Hepatocyte nuclear factor-4-α,2A. Hepatocyte nuclear factor-4 receptors,nhr,"['hnf4a', 'hnf4b']"
316,Hepatocyte nuclear factor-4-γ,2A. Hepatocyte nuclear factor-4 receptors,nhr,['hnf4g']
317,Retinoid X receptor-α,2B. Retinoid X receptors,nhr,"['rxrab', 'rxraa']"
318,Retinoid X receptor-β,2B. Retinoid X receptors,nhr,"['rxrbb', 'rxrba']"
319,Retinoid X receptor-γ,2B. Retinoid X receptors,nhr,"['rxrgb', 'CABZ01020455.1']"
320,Testicular receptor 2,2C. Testicular receptors,nhr,['nr2c1']
321,Testicular receptor 4,2C. Testicular receptors,nhr,['nr2c2']
322,TLX,2E. Tailless-like receptors,nhr,['nr2e1']
323,PNR,2E. Tailless-like receptors,nhr,['nr2e3']
324,COUP-TF1,2F. COUP-TF-like receptors,nhr,['nr2f1a']
325,COUP-TF2,2F. COUP-TF-like receptors,nhr,['nr2f2']
326,V-erbA-related gene,2F. COUP-TF-like receptors,nhr,"['nr2f6b', 'nr2f6a']"
327,Estrogen receptor-α,3A. Estrogen receptors,nhr,['esr1']
328,Estrogen receptor-β,3A. Estrogen receptors,nhr,"['esr2a', 'esr2b']"
329,Estrogen-related receptor-α,3B. Estrogen-related receptors,nhr,['esrra']
330,Estrogen-related receptor-β,3B. Estrogen-related receptors,nhr,['esrrb']
331,Estrogen-related receptor-γ,3B. Estrogen-related receptors,nhr,['esrrga']
332,Androgen receptor,3C. 3-Ketosteroid receptors,nhr,['ar']
333,Glucocorticoid receptor,3C. 3-Ketosteroid receptors,nhr,['nr3c1']
334,Mineralocorticoid receptor,3C. 3-Ketosteroid receptors,nhr,['nr3c2']
335,Progesterone receptor,3C. 3-Ketosteroid receptors,nhr,['pgr']
336,Nerve Growth factor IB,4A. Nerve growth factor IB-like receptors,nhr,['nr4a1']
337,Nuclear receptor related 1,4A. Nerve growth factor IB-like receptors,nhr,"['nr4a2a', 'nr4a2b']"
338,Neuron-derived orphan receptor 1,4A. Nerve growth factor IB-like receptors,nhr,['nr4a3']
339,Steroidogenic factor 1,5A. Fushi tarazu F1-like receptors,nhr,"['nr5a1b', 'nr5a1a']"
340,Liver receptor homolog-1,5A. Fushi tarazu F1-like receptors,nhr,['nr5a2']
341,Germ cell nuclear factor,6A. Germ cell nuclear factor receptors,nhr,['nr6a1a']
342,KCa1.1,Calcium- and sodium-activated potassium channels,vgic,"['kcnma1a', 'KCNMA1']"
343,KCa2.1,Calcium- and sodium-activated potassium channels,vgic,"['kcnn1b', 'kcnn1a']"
