,ligand,ligand_type,preprogene,synthesis,transport,reuptake,excluded,comment
63,CXCL12γ,peptide,"['cxcl12a', 'cxcl12b']",,,,,inferred from Human
64,CXCL12δ,peptide,"['cxcl12a', 'cxcl12b']",,,,,inferred from Human
65,CXCL12ε,peptide,"['cxcl12a', 'cxcl12b']",,,,,inferred from Human
66,CXCL12φ,peptide,"['cxcl12a', 'cxcl12b']",,,,,inferred from Human
74,CXCL7,peptide,"['cxcl18b', 'cxcl20', 'CR762483.1']",,,,,inferred from Human
76,CXCL9,peptide,"['cxcl11.5', 'cxcl11.6', 'cxcl11.6', 'cxcl11.8', 'BX323596.1', 'BX323596.2']",,,,,inferred from Human
80,EGF,peptide,['egf'],,,,,inferred from Human
85,FLRT3,peptide,['flrt3'],,,,,inferred from Rat
87,Fas ligand,peptide,['faslg'],,,,,inferred from Human
89,G-CSF,peptide,"['csf3b', 'csf3a']",,,,,inferred from Human
90,GHRH,peptide,['ghrh'],,,,,inferred from Human
96,GnRH I,peptide,['gnrh3'],,,,,inferred from Mouse
97,GnRH II,peptide,"['gnrh2', 'gnrh3']",,,,,inferred from Human
98,HB-EGF,peptide,"['hbegfb', 'hbegfa']",,,,,inferred from Human
111,IFN-β,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
112,IFN-γ,peptide,"['ifng1', 'ifng1r']",,,,,inferred from Human
113,IFN-κ,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
117,IFN-ω,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
118,IL-1 receptor antagonist,peptide,"['il1fma', 'il1b']",,,,,inferred from Human
119,IL-10,peptide,['il10'],,,,,inferred from Human
120,IL-11,peptide,"['il11a', 'il11b']",,,,,inferred from Human
123,IL-15,peptide,['il15'],,,,,inferred from Human
128,IL-17F,peptide,"['il17a/f3', 'il17a/f1']",,,,,inferred from Human
130,IL-19,peptide,['il19l'],,,,,inferred from Human
132,IL-1β,peptide,"['il1fma', 'il1b']",,,,,inferred from Human
134,IL-20,peptide,['il19l'],,,,,inferred from Human
138,IL-24,peptide,['il19l'],,,,,inferred from Human
145,IL-36 receptor antagonist,peptide,"['il1fma', 'il1b']",,,,,inferred from Human
146,IL-36α,peptide,"['il1fma', 'il1b']",,,,,inferred from Human
147,IL-36β,peptide,"['il1fma', 'il1b']",,,,,inferred from Human
148,IL-36γ,peptide,"['il1fma', 'il1b']",,,,,inferred from Human
149,IL-37,peptide,"['il1fma', 'il1b']",,,,,inferred from Human
156,INSL5,peptide,"['insl5b', 'insl5a']",,,,,inferred from Mouse
159,LIGHT,peptide,['tnfsf14'],,,,,inferred from Human
162,M-CSF,peptide,"['csf1b', 'csf1a']",,,,,inferred from Human
163,MANSC (415-431),peptide,['mansc1'],,,,,inferred from Human
164,MSMB (91-114),peptide,"['hp', 'si:ch73-132k15.2']",,,,,inferred from Human
165,Müllerian inhibiting substance,peptide,['amh'],,,,,inferred from Human
166,NGF,peptide,"['ngfb', 'ngfa']",,,,,inferred from Human
167,NPY,peptide,"['ngfb', 'ngfa']",,,,,inferred from Human
170,PACAP-27,peptide,"['adcyap1a', 'adcyap1b']",,,,,inferred from Mouse
171,PACAP-38,peptide,"['adcyap1a', 'adcyap1b']",,,,,inferred from Mouse
172,PAMP-20,peptide,"['adma', 'admb']",,,,,inferred from Human
175,PHM,peptide,"['vip', 'vipb']",,,,,inferred from Human
176,PHV,peptide,"['vip', 'vipb']",,,,,inferred from Rat
177,PTHrP,peptide,"['pthlha', 'pthlhb']",,,,,inferred from Human
178,PTHrP-(1-36),peptide,"['pthlha', 'pthlhb']",,,,,inferred from Human
179,PYY-(3-36),peptide,"['pyyb', 'pyya']",,,,,inferred from Mouse
180,PrRP-20,peptide,['prlh2'],,,,,inferred from Rat
181,PrRP-31,peptide,['prlh2'],,,,,inferred from Rat
184,R-spondin-1,peptide,['rspo1'],,,,,inferred from Mouse
185,R-spondin-2,peptide,['rspo2'],,,,,inferred from Mouse
186,R-spondin-3,peptide,['rspo3'],,,,,inferred from Mouse
187,R-spondin-4,peptide,['rspo4'],,,,,inferred from Mouse
188,RANK ligand,peptide,['tnfsf11'],,,,,inferred from Human
189,RFRP-3,peptide,['npvf'],,,,,inferred from Human
191,SRIF-14,peptide,"['sst2', 'sst1.1']",,,,,inferred from Mouse
192,SRIF-28,peptide,"['sst2', 'sst1.1']",,,,,inferred from Mouse
193,T-kinin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Rat
194,TGFα,peptide,['tgfa'],,,,,inferred from Human
195,TGFβ1,peptide,"['tgfb1b', 'tgfb1a']",,,,,inferred from Human
196,TGFβ2,peptide,['tgfb2'],,,,,inferred from Human
197,TGFβ3,peptide,['tgfb3'],,,,,inferred from Human
198,TIP39,peptide,['pth2'],,,,,inferred from Mouse
201,TRAIL,peptide,['tnfsf10'],,,,,inferred from Human
202,TRH,peptide,['trh'],,,,,inferred from Mouse
205,VEGFA,peptide,"['vegfab', 'vegfaa']",,,,,inferred from Human
206,VEGFB,peptide,"['vegfba', 'vegfbb']",,,,,inferred from Human
207,VEGFC,peptide,['vegfc'],,,,,inferred from Human
208,VEGFD,peptide,['vegfd'],,,,,inferred from Human
209,VEGFE,peptide,['pdgfc'],,,,,inferred from Human
210,VIP,peptide,"['vip', 'vipb']",,,,,inferred from Mouse
211,Wnt-3a,peptide,['wnt3a'],,,,,inferred from Human
212,Wnt-4,peptide,['wnt4'],,,,,inferred from Human
213,Wnt-5a,peptide,['wnt5a'],,,,,inferred from Human
214,XCL1,peptide,['cxcl32b.1'],,,,,inferred from Human
215,XCL2,peptide,['cxcl32b.1'],,,,,inferred from Human
216,[Leu]enkephalin,peptide,"['penka', 'penkb']",,,,,inferred from Mouse
217,[Met]enkephalin,peptide,"['penka', 'penkb']",,,,,inferred from Mouse
218,[Pyr1]apelin-13,peptide,['apln'],,,,,inferred from Mouse
219,[des-Arg10]kallidin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Human
220,[des-Arg9]bradykinin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Mouse
222,activin A,peptide,"['inhbaa', 'inhbab']",,,,,inferred from Human
224,activin B,peptide,"['inhbb', 'INHBB']",,,,,inferred from Human
225,adrenomedullin,peptide,"['adma', 'admb']",,,,,inferred from Rat
226,adrenomedullin 2/intermedin,peptide,['adm2a'],,,,,inferred from Human
228,agouti,peptide,['asip1'],,,,,inferred from Mouse
229,agouti-related protein,peptide,['agrp'],,,,,inferred from Human
232,amylin,peptide,['LO017820.1'],,,,,inferred from Mouse
233,amyloid β,peptide,"['appb', 'appa']",,,,,inferred from Human
234,angiopoietin-1,peptide,['angpt1'],,,,,inferred from Human
235,angiopoietin-4,peptide,['angpt4'],,,,,inferred from Human
236,angiotensin A,peptide,['agt'],,,,,inferred from Human
237,angiotensin II,peptide,['agt'],,,,,inferred from Mouse
238,angiotensin III,peptide,['agt'],,,,,inferred from Mouse
239,angiotensin IV,peptide,['agt'],,,,,inferred from Mouse
240,angiotensin-(1-7),peptide,['agt'],,,,,inferred from Mouse
241,annexin I,peptide,"['anxa1a', 'anxa1d', 'anxa1b', 'anxa1c']",,,,,inferred from Human
242,annexin I-(2-26),peptide,"['anxa1a', 'anxa1d', 'anxa1b', 'anxa1c']",,,,,inferred from Human
244,apelin-13,peptide,['apln'],,,,,inferred from Mouse
245,apelin-17,peptide,['apln'],,,,,inferred from Mouse
246,apelin-36,peptide,['apln'],,,,,inferred from Human
247,aprotinin,peptide,['apln'],,,,,inferred from Human
248,atrial natriuretic peptide,peptide,['nppa'],,,,,inferred from Human
250,betacellulin,peptide,['btc'],,,,,inferred from Human
251,bovine adrenal medulla peptide 8-22,peptide,"['penka', 'penkb']",,,,,inferred from Human
252,bradykinin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Mouse
253,brain natriuretic peptide,peptide,['nppb'],,,,,inferred from Human
259,chorionic somatomammotropin hormone-like 1 ,peptide,['gh1'],,,,,inferred from Human
260,ciliary neurotrophic factor,peptide,['m17'],,,,,inferred from Human
261,corticotrophin-releasing hormone,peptide,"['crhb', 'crha']",,,,,inferred from Mouse
262,corticotropin-releasing factor,peptide,"['crhb', 'crha']",,,,,inferred from Mouse
263,cortistatin-14,peptide,['cenps'],,,,,inferred from Mouse
264,cytokine domain of tyrosyl tRNA synthetase,peptide,['yars1'],,,,,inferred from Human
265,des-Br-neuropeptide B-23,peptide,['npb'],,,,,inferred from Human
266,des-Br-neuropeptide B-29,peptide,['npb'],,,,,inferred from Human
271,dynorphin A,peptide,['pdyn'],,,,,inferred from Mouse
272,dynorphin A-(1-13),peptide,['pdyn'],,,,,inferred from Mouse
273,dynorphin A-(1-8),peptide,['pdyn'],,,,,inferred from Mouse
274,dynorphin B,peptide,['pdyn'],,,,,inferred from Mouse
275,ectodysplasin A1,peptide,['eda'],,,,,inferred from Human
276,ectodysplasin A2,peptide,['eda'],,,,,inferred from Human
277,endothelin-1,peptide,['edn1'],,,,,inferred from Mouse
278,endothelin-2,peptide,['edn2'],,,,,inferred from Human
279,endothelin-3,peptide,['edn3b'],,,,,inferred from Mouse
282,erythropoietin,peptide,"['epoa', 'epob']",,,,,inferred from Human
283,galanin,peptide,['galn'],,,,,inferred from Mouse
285,gastric inhibitory polypeptide,peptide,['gip'],,,,,inferred from Rat
290,gastrin-releasing peptide,peptide,"['ucmab', 'ucmaa']",,,,,inferred from Human
292,glucagon,peptide,"['gcgb', 'gcga']",,,,,inferred from Mouse
293,glucagon-like peptide 1-(7-36) amide,peptide,"['gcgb', 'gcga']",,,,,inferred from Mouse
294,glucagon-like peptide 1-(7-37),peptide,"['gcgb', 'gcga']",,,,,inferred from Mouse
295,glucagon-like peptide 2,peptide,"['gcgb', 'gcga']",,,,,inferred from Rat
296,glucagon-like peptide 2-(2-33),peptide,"['gcgb', 'gcga']",,,,,inferred from Rat
297,glucagon-like peptide 2-(3-33),peptide,"['gcgb', 'gcga']",,,,,inferred from Rat
298,growth arrest specific protein 6,peptide,['gas6'],,,,,inferred from Human
300,growth hormone 1,peptide,['gh1'],,,,,inferred from Human
301,growth hormone 2,peptide,['gh1'],,,,,inferred from Human
303,growth/differentiation factor-10,peptide,['gdf10a'],,,,,inferred from Human
305,growth/differentiation factor-7,peptide,"['gdf6b', 'gdf7', 'gdf6a']",,,,,inferred from Human
306,growth/differentiation factor-9,peptide,['gdf9'],,,,,inferred from Human
308,guanylyl cyclase-activating protein 1,peptide,"['GUCA1A', 'guca1e']",,,,,inferred from Mouse
309,guanylyl cyclase-activating protein 2,peptide,['guca1b'],,,,,inferred from Mouse
312,hepatocyte growth factor,peptide,"['hgfa', 'hgfb']",,,,,inferred from Human
315,insulin,peptide,"['insb', 'ins', 'insb', 'ins']",,,,,inferred from Human
316,insulin-like growth factor 1,peptide,['igf1'],,,,,inferred from Mouse
317,insulin-like growth factor 2,peptide,"['igf2a', 'igf2b']",,,,,inferred from Human
318,kallidin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Human
319,kisspeptin-10,peptide,['kiss1'],,,,,inferred from Human
320,kisspeptin-13,peptide,['kiss1'],,,,,inferred from Human
321,kisspeptin-14,peptide,['kiss1'],,,,,inferred from Human
322,kisspeptin-54,peptide,['kiss1'],,,,,inferred from Human
323,large neuromedin N,peptide,['nts'],,,,,inferred from Human
324,large neurotensin,peptide,['nts'],,,,,inferred from Human
326,liver enriched antimicrobial peptide 2,peptide,['si:dkey-22f5.9'],,,,,inferred from Human
328,lymphotoxin-α,peptide,"['tnfa', 'tnfb']",,,,,inferred from Human
329,macrophage stimulating protein 1,peptide,['mst1'],,,,,inferred from Human
330,melanin-concentrating hormone,peptide,"['pmch', 'pmchl']",,,,,inferred from Mouse
331,microtubule associated protein tau,peptide,"['maptb', 'mapta']",,,,,inferred from Human
335,neuregulin-1,peptide,['nrg1'],,,,,inferred from Human
336,neuregulin-2,peptide,"['nrg2a', 'nrg2b']",,,,,inferred from Human
337,neuregulin-3,peptide,['nrg3b'],,,,,inferred from Human
339,neurokinin A,peptide,['tac1'],,,,,inferred from Mouse
340,neurokinin B,peptide,['tac3a'],,,,,inferred from Mouse
341,neuromedin B,peptide,"['nmba', 'nmbb']",,,,,inferred from Mouse
342,neuromedin N,peptide,['nts'],,,,,inferred from Mouse
344,neuromedin U-23,peptide,['nmu'],,,,,inferred from Rat
345,neuromedin U-25,peptide,['nmu'],,,,,inferred from Human
346,neuromedin U-8,peptide,['nmu'],,,,,inferred from Human
347,neuropeptide B-23,peptide,['npb'],,,,,inferred from Human
348,neuropeptide B-29,peptide,['npb'],,,,,inferred from Human
349,neuropeptide FF,peptide,['npffl'],,,,,inferred from Mouse
350,neuropeptide K,peptide,['tac1'],,,,,inferred from Rat
352,neuropeptide W-23,peptide,['npb'],,,,,inferred from Human
353,neuropeptide W-30,peptide,['npb'],,,,,inferred from Human
354,neuropeptide Y,peptide,['npy'],,,,,inferred from Mouse
355,neuropeptide Y-(3-36),peptide,['npy'],,,,,inferred from Mouse
356,neuropeptide γ,peptide,['tac1'],,,,,inferred from Mouse
357,neurotensin,peptide,['nts'],,,,,inferred from Mouse
358,neurotrophin-3,peptide,['ntf3'],,,,,inferred from Human
360,nociceptin/orphanin FQ,peptide,"['pnocb', 'pnoca']",,,,,inferred from Mouse
363,orexin-A,peptide,['hcrt'],,,,,inferred from Mouse
364,orexin-B,peptide,['hcrt'],,,,,inferred from Human
365,osteocrin,peptide,['ostn'],,,,,inferred from Human
366,oxytocin,peptide,"['oxt', 'avp']",,,,,inferred from Mouse
368,peptide YY,peptide,"['pyyb', 'pyya']",,,,,inferred from Mouse
370,prokineticin-1,peptide,['prok1'],,,,,inferred from Human
371,prokineticin-2,peptide,"['prok1', 'prok2']",,,,,inferred from Human
372,prokineticin-2β,peptide,"['prok1', 'prok2']",,,,,inferred from Human
373,prolactin,peptide,['prl'],,,,,inferred from Human
374,prosaptide,peptide,['psap'],,,,,inferred from Human
375,protein S,peptide,['pros1'],,,,,inferred from Human
378,relaxin-3,peptide,"['rln3a', 'rln3b']",,,,,inferred from Human
379,relaxin-3 (B chain),peptide,"['rln3a', 'rln3b']",,,,,inferred from Human
380,ribosomal protein S19,peptide,['rps19'],,,,,inferred from Human
383,serum amyloid A,peptide,['saa'],,,,,inferred from Human
384,stem cell factor,peptide,"['kitlgb', 'kitlga']",,,,,inferred from Human
385,substance P,peptide,['tac1'],,,,,inferred from Mouse
386,thrombopoietin,peptide,['thpo'],,,,,inferred from Human
388,tumour necrosis factor membrane form,peptide,"['tnfa', 'tnfb']",,,,,inferred from Human
389,tumour necrosis factor shed form,peptide,"['tnfa', 'tnfb']",,,,,inferred from Human
390,urocortin 1,peptide,['uts1'],,,,,inferred from Mouse
391,urocortin 2,peptide,['ucn3l'],,,,,inferred from Mouse
392,urocortin 3,peptide,['ucn3l'],,,,,inferred from Mouse
395,urotensin-II,peptide,"['uts2b', 'uts2a']",,,,,inferred from Mouse
396,vasopressin,peptide,"['oxt', 'avp']",,,,,inferred from Mouse
397,xenin,peptide,['copa'],,,,,inferred from Mouse
399,α-MSH,peptide,"['pomca', 'pomcb']",,,,,inferred from Mouse
400,α-neoendorphin,peptide,['pdyn'],,,,,inferred from Mouse
401,β-CGRP,peptide,['calca'],,,,,inferred from Rat
402,β-endorphin,peptide,"['pomca', 'pomcb']",,,,,inferred from Human
403,β-neoendorphin,peptide,['pdyn'],,,,,inferred from Mouse
404,γ-MSH,peptide,"['pomca', 'pomcb']",,,,,inferred from Mouse
