,ligand,ligand_type,preprogene,synthesis,transport,reuptake,excluded,comment
60,LVP,peptide,"['ENSACAG00000006634', 'ENSACAG00000025845']",,,,,inferred from Human
61,M-CSF,peptide,['ENSACAG00000012025'],,,,,inferred from Human
62,Müllerian inhibiting substance,peptide,['ENSACAG00000015562'],,,,,inferred from Human
63,NGF,peptide,['NGF'],,,,,inferred from Human
64,NPY,peptide,['NGF'],,,,,inferred from Human
65,Natural cytotoxicity triggering receptor 3 ligand 1,peptide,['ENSACAG00000028955'],,,,,inferred from Human
66,PACAP-27,peptide,['ADCYAP1'],,,,,inferred from Mouse
67,PACAP-38,peptide,['ADCYAP1'],,,,,inferred from Mouse
68,PHM,peptide,['VIP'],,,,,inferred from Human
69,PHV,peptide,['VIP'],,,,,inferred from Rat
70,PTHrP,peptide,['PTHLH'],,,,,inferred from Human
71,PTHrP-(1-36),peptide,['PTHLH'],,,,,inferred from Human
72,PYY-(3-36),peptide,['PYY'],,,,,inferred from Mouse
73,PrRP-20,peptide,['PRLH'],,,,,inferred from Rat
74,PrRP-31,peptide,['PRLH'],,,,,inferred from Rat
75,R-spondin-1,peptide,['RSPO1'],,,,,inferred from Mouse
76,R-spondin-2,peptide,['RSPO2'],,,,,inferred from Mouse
77,R-spondin-3,peptide,['RSPO3'],,,,,inferred from Mouse
78,R-spondin-4,peptide,['RSPO4'],,,,,inferred from Mouse
79,RANK ligand,peptide,['TNFSF11'],,,,,inferred from Human
80,RFRP-3,peptide,['NPVF'],,,,,inferred from Human
81,SRIF-14,peptide,['SST'],,,,,inferred from Mouse
82,SRIF-28,peptide,['SST'],,,,,inferred from Mouse
83,T-kinin,peptide,['ENSACAG00000007761'],,,,,inferred from Rat
84,TGFβ1,peptide,['TGFB1'],,,,,inferred from Human
85,TGFβ2,peptide,['TGFB2'],,,,,inferred from Human
86,TGFβ3,peptide,['TGFB3'],,,,,inferred from Human
87,TIP39,peptide,['ENSACAG00000029530'],,,,,inferred from Mouse
88,TL1A,peptide,['TNFSF15'],,,,,inferred from Human
89,TRAIL,peptide,['TNFSF10'],,,,,inferred from Human
90,TRH,peptide,['ENSACAG00000028972'],,,,,inferred from Mouse
91,TWEAK,peptide,['TNFSF12'],,,,,inferred from Human
92,VEGFA,peptide,['VEGFA'],,,,,inferred from Human
93,VEGFC,peptide,['VEGFC'],,,,,inferred from Human
94,VEGFD,peptide,['VEGFD'],,,,,inferred from Human
95,VEGFE,peptide,['PDGFC'],,,,,inferred from Human
96,VIP,peptide,['VIP'],,,,,inferred from Mouse
97,Wnt-4,peptide,['WNT4'],,,,,inferred from Human
98,Wnt-5a,peptide,['WNT5A'],,,,,inferred from Human
99,[Leu]enkephalin,peptide,['PENK'],,,,,inferred from Mouse
100,[Met]enkephalin,peptide,['PENK'],,,,,inferred from Mouse
101,[des-Arg10]kallidin,peptide,['ENSACAG00000007761'],,,,,inferred from Human
102,[des-Arg9]bradykinin,peptide,['ENSACAG00000007761'],,,,,inferred from Mouse
103,activin A,peptide,['INHBA'],,,,,inferred from Human
104,activin B,peptide,['INHBB'],,,,,inferred from Human
105,amphiregulin,peptide,['ENSACAG00000029391'],,,,,inferred from Human
106,amylin,peptide,['IAPP'],,,,,inferred from Mouse
107,amyloid β,peptide,['APP'],,,,,inferred from Human
108,angiopoietin-1,peptide,['ANGPT1'],,,,,inferred from Human
109,angiopoietin-4,peptide,['ANGPT4'],,,,,inferred from Human
110,angiotensin A,peptide,['AGT'],,,,,inferred from Human
111,angiotensin II,peptide,['AGT'],,,,,inferred from Mouse
112,angiotensin III,peptide,['AGT'],,,,,inferred from Mouse
113,angiotensin IV,peptide,['AGT'],,,,,inferred from Mouse
114,angiotensin-(1-7),peptide,['AGT'],,,,,inferred from Mouse
115,annexin I,peptide,['ANXA1'],,,,,inferred from Human
116,annexin I-(2-26),peptide,['ANXA1'],,,,,inferred from Human
117,bovine adrenal medulla peptide 8-22,peptide,['PENK'],,,,,inferred from Human
118,bradykinin,peptide,['ENSACAG00000007761'],,,,,inferred from Mouse
119,cardiotrophin-1,peptide,['CTF1'],,,,,inferred from Human
120,chorionic somatomammotropin hormone-like 1 ,peptide,['ENSACAG00000012951'],,,,,inferred from Human
121,ciliary neurotrophic factor,peptide,['CNTF'],,,,,inferred from Human
122,corticotrophin-releasing hormone,peptide,['CRH'],,,,,inferred from Mouse
123,corticotropin-releasing factor,peptide,['CRH'],,,,,inferred from Mouse
124,cytokine domain of tyrosyl tRNA synthetase,peptide,['YARS1'],,,,,inferred from Human
125,dynorphin A,peptide,['PDYN'],,,,,inferred from Mouse
126,dynorphin A-(1-13),peptide,['PDYN'],,,,,inferred from Mouse
127,dynorphin A-(1-8),peptide,['PDYN'],,,,,inferred from Mouse
128,dynorphin B,peptide,['PDYN'],,,,,inferred from Mouse
129,endothelin-1,peptide,['EDN1'],,,,,inferred from Mouse
130,endothelin-2,peptide,['ENSACAG00000000261'],,,,,inferred from Human
131,endothelin-3,peptide,['ENSACAG00000003712'],,,,,inferred from Mouse
132,epigen,peptide,['EPGN'],,,,,inferred from Human
133,epiregulin,peptide,['EREG'],,,,,inferred from Human
134,galanin,peptide,['GAL'],,,,,inferred from Mouse
135,gastric inhibitory polypeptide,peptide,['GIP'],,,,,inferred from Rat
136,gastrin-releasing peptide,peptide,['UCMA'],,,,,inferred from Human
137,glucagon,peptide,['GCG'],,,,,inferred from Mouse
138,glucagon-like peptide 1-(7-36) amide,peptide,['GCG'],,,,,inferred from Mouse
139,glucagon-like peptide 1-(7-37),peptide,['GCG'],,,,,inferred from Mouse
140,glucagon-like peptide 2,peptide,['GCG'],,,,,inferred from Rat
141,glucagon-like peptide 2-(2-33),peptide,['GCG'],,,,,inferred from Rat
142,glucagon-like peptide 2-(3-33),peptide,['GCG'],,,,,inferred from Rat
143,growth arrest specific protein 6,peptide,['GAS6'],,,,,inferred from Human
144,growth hormone 1,peptide,['ENSACAG00000012951'],,,,,inferred from Human
145,growth hormone 2,peptide,['ENSACAG00000012951'],,,,,inferred from Human
146,growth/differentiation factor-7,peptide,['GDF7'],,,,,inferred from Human
147,growth/differentiation factor-9,peptide,['GDF9'],,,,,inferred from Human
148,guanylin,peptide,['ENSACAG00000008428'],,,,,inferred from Human
149,guanylyl cyclase-activating protein 1,peptide,['GUCA1A'],,,,,inferred from Mouse
150,guanylyl cyclase-activating protein 2,peptide,['GUCA1B'],,,,,inferred from Mouse
151,hepatocyte growth factor,peptide,['HGF'],,,,,inferred from Human
152,insulin,peptide,"['ENSACAG00000009720', 'ENSACAG00000009720']",,,,,inferred from Human
153,insulin-like growth factor 1,peptide,['IGF1'],,,,,inferred from Mouse
154,insulin-like growth factor 2,peptide,['IGF2'],,,,,inferred from Human
155,kallidin,peptide,['ENSACAG00000007761'],,,,,inferred from Human
156,large neuromedin N,peptide,['NTS'],,,,,inferred from Human
157,large neurotensin,peptide,['NTS'],,,,,inferred from Human
158,liver enriched antimicrobial peptide 2,peptide,['LEAP2'],,,,,inferred from Human
159,macrophage stimulating protein 1,peptide,['MST1'],,,,,inferred from Human
160,melanin-concentrating hormone,peptide,['PMCH'],,,,,inferred from Mouse
161,microtubule associated protein tau,peptide,['MAPT'],,,,,inferred from Human
162,myostatin,peptide,['MSTN'],,,,,inferred from Human
163,neuregulin-1,peptide,['NRG1'],,,,,inferred from Human
164,neuregulin-2,peptide,['NRG2'],,,,,inferred from Human
165,neuregulin-3,peptide,['NRG3'],,,,,inferred from Human
166,neurokinin A,peptide,['TAC1'],,,,,inferred from Mouse
167,neurokinin B,peptide,['TAC3'],,,,,inferred from Mouse
168,neuromedin N,peptide,['NTS'],,,,,inferred from Mouse
169,neuromedin U-23,peptide,['NMU'],,,,,inferred from Rat
170,neuromedin U-25,peptide,['NMU'],,,,,inferred from Human
171,neuromedin U-8,peptide,['NMU'],,,,,inferred from Human
172,neuropeptide FF,peptide,['NPFF'],,,,,inferred from Mouse
173,neuropeptide K,peptide,['TAC1'],,,,,inferred from Rat
174,neuropeptide Y,peptide,['NPY'],,,,,inferred from Mouse
175,neuropeptide Y-(3-36),peptide,['NPY'],,,,,inferred from Mouse
176,neuropeptide γ,peptide,['TAC1'],,,,,inferred from Mouse
177,neurotensin,peptide,['NTS'],,,,,inferred from Mouse
178,neurotrophin-3,peptide,['NTF3'],,,,,inferred from Human
179,neurotrophin-4,peptide,['NTF4'],,,,,inferred from Human
180,nociceptin/orphanin FQ,peptide,['PNOC'],,,,,inferred from Mouse
181,orexin-A,peptide,['HCRT'],,,,,inferred from Mouse
182,orexin-B,peptide,['HCRT'],,,,,inferred from Human
183,peptide YY,peptide,['PYY'],,,,,inferred from Mouse
184,prokineticin-1,peptide,['PROK1'],,,,,inferred from Human
185,prokineticin-2,peptide,['PROK2'],,,,,inferred from Human
186,prokineticin-2β,peptide,['PROK2'],,,,,inferred from Human
187,prolactin,peptide,['PRL'],,,,,inferred from Human
188,prosaptide,peptide,['PSAP'],,,,,inferred from Human
189,protein S,peptide,['PROS1'],,,,,inferred from Human
190,relaxin,peptide,['ENSACAG00000024061'],,,,,inferred from Rat
191,relaxin-1,peptide,"['ENSACAG00000024061', 'ENSACAG00000024061']",,,,,inferred from Human
192,relaxin-3,peptide,['RLN3'],,,,,inferred from Human
193,relaxin-3 (B chain),peptide,['RLN3'],,,,,inferred from Human
194,stem cell factor,peptide,['KITLG'],,,,,inferred from Human
195,substance P,peptide,['TAC1'],,,,,inferred from Mouse
196,thrombopoietin,peptide,['ENSACAG00000002821'],,,,,inferred from Human
197,tumour necrosis factor membrane form,peptide,"['ENSACAG00000025384', 'ENSACAG00000028461']",,,,,inferred from Human
198,tumour necrosis factor shed form,peptide,"['ENSACAG00000025384', 'ENSACAG00000028461']",,,,,inferred from Human
199,urocortin 3,peptide,['UCN3'],,,,,inferred from Mouse
200,xenin,peptide,['ENSACAG00000016256'],,,,,inferred from Mouse
201,α-MSH,peptide,['POMC'],,,,,inferred from Mouse
202,α-neoendorphin,peptide,['PDYN'],,,,,inferred from Mouse
203,β-CGRP,peptide,['CALCB'],,,,,inferred from Rat
204,β-endorphin,peptide,['POMC'],,,,,inferred from Human
205,β-neoendorphin,peptide,['PDYN'],,,,,inferred from Mouse
206,γ-MSH,peptide,['POMC'],,,,,inferred from Mouse
207,L-glutamic acid,molecule,,,"['SLC17A6', 'SLC17A7', 'SLC17A8']","['SLC1A1', 'SLC1A2']",,Manually added genes
208,GABA,molecule,,"['GAD1', 'GAD2']",['SLC32A1'],['SLC6A1'],,Manually added genes
209,glycine,molecule,,,['SLC32A1'],['SLC6A9'],,Manually added genes
210,(-)-adrenaline,molecule,,"['TH', 'DDC', 'DBH', 'PNMT']",['SLC18A2'],,,Manually added genes
211,5-hydroxytryptamine,molecule,,"['TPH2', 'DDC']",['SLC18A2'],['SLC6A4'],,Manually added genes
212,acetylcholine,molecule,,['CHAT'],['SLC18A3'],['SLC5A7'],,Manually added genes
