,receptor,family,type,gene
137,MRGPRX4,Class A Orphans,gpcr,"['ENSACAG00000024211', 'ENSACAG00000029032']"
138,P2RY8,Class A Orphans,gpcr,['P2RY8']
139,P2RY10,Class A Orphans,gpcr,"['ENSACAG00000000910', 'ENSACAG00000027131']"
140,TAAR2,Class A Orphans,gpcr,['TAAR2']
141,TAAR5,Class A Orphans,gpcr,['TAAR5']
142,GPR156,Class C Orphans,gpcr,['GPR156']
143,GPR158,Class C Orphans,gpcr,['GPR158']
144,GPR179,Class C Orphans,gpcr,['GPR179']
145,GPRC5A,Class C Orphans,gpcr,"['ENSACAG00000010644', 'ENSACAG00000022275']"
146,GPRC5B,Class C Orphans,gpcr,['GPRC5B']
147,GPRC5C,Class C Orphans,gpcr,['GPRC5C']
148,GPRC5D,Class C Orphans,gpcr,"['ENSACAG00000010644', 'ENSACAG00000022275']"
149,GPRC6 receptor,Class C Orphans,gpcr,['GPRC6A']
150,FZD1,Class Frizzled GPCRs,gpcr,['FZD1']
151,FZD2,Class Frizzled GPCRs,gpcr,['FZD2']
152,FZD3,Class Frizzled GPCRs,gpcr,['FZD3']
153,FZD4,Class Frizzled GPCRs,gpcr,['FZD4']
154,FZD6,Class Frizzled GPCRs,gpcr,['FZD6']
155,FZD7,Class Frizzled GPCRs,gpcr,['FZD7']
156,FZD8,Class Frizzled GPCRs,gpcr,['FZD8']
157,FZD10,Class Frizzled GPCRs,gpcr,['FZD10']
158,SMO,Class Frizzled GPCRs,gpcr,['SMO']
159,C3a receptor,Complement peptide receptors,gpcr,['C3AR1']
160,C5a1 receptor,Complement peptide receptors,gpcr,['ENSACAG00000004107']
161,C5a2 receptor,Complement peptide receptors,gpcr,['ENSACAG00000004107']
162,CRF1 receptor,Corticotropin-releasing factor receptors,gpcr,"['ENSACAG00000017912', 'ENSACAG00000017912']"
163,CRF2 receptor,Corticotropin-releasing factor receptors,gpcr,['CRHR2']
164,D1 receptor,Dopamine receptors,gpcr,['DRD1']
165,D2 receptor,Dopamine receptors,gpcr,['DRD2']
166,D3 receptor,Dopamine receptors,gpcr,['DRD3']
167,D4 receptor,Dopamine receptors,gpcr,['DRD4']
168,D5 receptor,Dopamine receptors,gpcr,['DRD5']
169,ETA receptor,Endothelin receptors,gpcr,['EDNRA']
170,ETB receptor,Endothelin receptors,gpcr,['EDNRB']
171,FFA1 receptor,Free fatty acid receptors,gpcr,['FFAR1']
172,FFA2 receptor,Free fatty acid receptors,gpcr,"['ENSACAG00000010287', 'ENSACAG00000025676']"
173,FFA3 receptor,Free fatty acid receptors,gpcr,"['ENSACAG00000010287', 'ENSACAG00000025676']"
174,GPR42,Free fatty acid receptors,gpcr,"['ENSACAG00000010287', 'ENSACAG00000025676']"
175,GABAB1,GABAB receptors,gpcr,['GABBR1']
176,GABAB2,GABAB receptors,gpcr,['GABBR2']
177,GAL1 receptor,Galanin receptors,gpcr,['GALR1']
178,ghrelin receptor,Ghrelin receptor,gpcr,['GHSR']
179,GHRH receptor,Glucagon receptor family,gpcr,['GHRHR']
180,GLP-1 receptor,Glucagon receptor family,gpcr,['GLP1R']
181,GLP-2 receptor,Glucagon receptor family,gpcr,['GLP2R']
182,glucagon receptor,Glucagon receptor family,gpcr,['GCGR']
183,secretin receptor,Glucagon receptor family,gpcr,['SCTR']
184,FSH receptor,Glycoprotein hormone receptors,gpcr,"['ENSACAG00000016258', 'ENSACAG00000024243', 'ENSACAG00000025070']"
185,TSH receptor,Glycoprotein hormone receptors,gpcr,['TSHR']
186,GPR18,"GPR18, GPR55 and GPR119",gpcr,['GPR18']
187,GPR119,"GPR18, GPR55 and GPR119",gpcr,['GPR119']
188,GPER,G protein-coupled estrogen receptor,gpcr,['GPER1']
189,H1 receptor,Histamine receptors,gpcr,['HRH1']
190,H2 receptor,Histamine receptors,gpcr,['HRH2']
191,H3 receptor,Histamine receptors,gpcr,['HRH3']
192,kisspeptin receptor,Kisspeptin receptor,gpcr,['KISS1R']
193,BLT1 receptor,Leukotriene receptors,gpcr,['LTB4R']
194,BLT2 receptor,Leukotriene receptors,gpcr,['LTB4R2']
195,CysLT1 receptor,Leukotriene receptors,gpcr,['ENSACAG00000013383']
196,CysLT2 receptor,Leukotriene receptors,gpcr,['ENSACAG00000013383']
197,LPA1 receptor,Lysophospholipid (LPA) receptors,gpcr,['LPAR1']
198,LPA2 receptor,Lysophospholipid (LPA) receptors,gpcr,['LPAR2']
199,LPA3 receptor,Lysophospholipid (LPA) receptors,gpcr,['LPAR3']
200,LPA4 receptor,Lysophospholipid (LPA) receptors,gpcr,['LPAR4']
201,LPA5 receptor,Lysophospholipid (LPA) receptors,gpcr,['LPAR5']
202,LPA6 receptor,Lysophospholipid (LPA) receptors,gpcr,['LPAR6']
203,S1P1 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1PR1']
204,S1P2 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1PR2']
205,S1P3 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1PR3']
206,S1P4 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1PR4']
207,S1P5 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1PR5']
208,MCH1 receptor,Melanin-concentrating hormone receptors,gpcr,['MCHR1']
209,MC2 receptor,Melanocortin receptors,gpcr,['MC2R']
210,MC3 receptor,Melanocortin receptors,gpcr,['MC3R']
211,MC4 receptor,Melanocortin receptors,gpcr,['MC4R']
212,MT1 receptor,Melatonin receptors,gpcr,['MTNR1A']
213,MT2 receptor,Melatonin receptors,gpcr,['MTNR1B']
214,mGlu1 receptor,Metabotropic glutamate receptors,gpcr,['GRM1']
215,mGlu2 receptor,Metabotropic glutamate receptors,gpcr,['GRM2']
216,mGlu3 receptor,Metabotropic glutamate receptors,gpcr,['GRM3']
217,mGlu4 receptor,Metabotropic glutamate receptors,gpcr,['GRM4']
218,mGlu5 receptor,Metabotropic glutamate receptors,gpcr,['GRM5']
219,mGlu6 receptor,Metabotropic glutamate receptors,gpcr,['GRM6']
220,mGlu8 receptor,Metabotropic glutamate receptors,gpcr,['GRM8']
221,motilin receptor,Motilin receptor,gpcr,['MLNR']
222,NMU1 receptor,Neuromedin U receptors,gpcr,['NMUR1']
223,NMU2 receptor,Neuromedin U receptors,gpcr,['NMUR2']
224,NPFF1 receptor,Neuropeptide FF/neuropeptide AF receptors,gpcr,['NPFFR1']
225,NPFF2 receptor,Neuropeptide FF/neuropeptide AF receptors,gpcr,['NPFFR2']
226,NPS receptor,Neuropeptide S receptor,gpcr,['NPSR1']
227,NPBW1 receptor,Neuropeptide W/neuropeptide B receptors,gpcr,['NPBWR1']
228,NPBW2 receptor,Neuropeptide W/neuropeptide B receptors,gpcr,['NPBWR2']
229,Y1 receptor,Neuropeptide Y receptors,gpcr,['NPY1R']
230,Y2 receptor,Neuropeptide Y receptors,gpcr,['NPY2R']
231,Y4 receptor,Neuropeptide Y receptors,gpcr,['ENSACAG00000007733']
232,Y5 receptor,Neuropeptide Y receptors,gpcr,['NPY5R']
233,NTS1 receptor,Neurotensin receptors,gpcr,['NTSR1']
234,δ receptor,Opioid receptors,gpcr,['OPRD1']
235,κ receptor,Opioid receptors,gpcr,['OPRK1']
236,μ receptor,Opioid receptors,gpcr,['OPRM1']
237,NOP receptor,Opioid receptors,gpcr,['OPRL1']
238,OPN1LW,Opsin receptors,gpcr,['ENSACAG00000012605']
239,OPN1MW,Opsin receptors,gpcr,['ENSACAG00000012605']
240,OPN1SW,Opsin receptors,gpcr,['OPN1SW']
241,Rhodopsin,Opsin receptors,gpcr,['rho']
242,OPN3,Opsin receptors,gpcr,"['OPN3', 'ENSACAG00000013859']"
243,OPN4,Opsin receptors,gpcr,['OPN4']
244,OPN5,Opsin receptors,gpcr,['OPN5']
245,OX2 receptor,Orexin receptors,gpcr,['HCRTR2']
246,GPR137,Other 7TM proteins,gpcr,['GPR137']
247,TPRA1,Other 7TM proteins,gpcr,['TPRA1']
248,GPR143,Other 7TM proteins,gpcr,['GPR143']
249,oxoglutarate receptor,Oxoglutarate receptor,gpcr,"['ENSACAG00000001129', 'ENSACAG00000027813']"
250,P2Y1 receptor,P2Y receptors,gpcr,['P2RY1']
251,P2Y6 receptor,P2Y receptors,gpcr,['P2RY6']
252,P2Y11 receptor,P2Y receptors,gpcr,['P2RY11']
253,P2Y12 receptor,P2Y receptors,gpcr,['P2RY12']
254,P2Y13 receptor,P2Y receptors,gpcr,['P2RY13']
255,P2Y14 receptor,P2Y receptors,gpcr,['P2RY14']
256,PTH1 receptor,Parathyroid hormone receptors,gpcr,['ENSACAG00000004743']
257,PTH2 receptor,Parathyroid hormone receptors,gpcr,['PTH2R']
258,PAF receptor,Platelet-activating factor receptor,gpcr,['PTAFR']
259,PKR1,Prokineticin receptors,gpcr,['ENSACAG00000000824']
260,PKR2,Prokineticin receptors,gpcr,['ENSACAG00000000824']
261,PrRP receptor,Prolactin-releasing peptide receptor,gpcr,['PRLHR']
262,EP2 receptor,Prostanoid receptors,gpcr,['PTGER2']
263,EP3 receptor,Prostanoid receptors,gpcr,['PTGER3']
264,EP4 receptor,Prostanoid receptors,gpcr,['PTGER4']
265,FP receptor,Prostanoid receptors,gpcr,['PTGFR']
266,IP receptor,Prostanoid receptors,gpcr,['PTGIR']
267,PAR1,Proteinase-activated receptors,gpcr,['F2R']
268,PAR3,Proteinase-activated receptors,gpcr,['F2RL2']
269,QRFP receptor,QRFP receptor,gpcr,"['ENSACAG00000003885', 'ENSACAG00000012952']"
270,RXFP1,Relaxin family peptide receptors,gpcr,['RXFP1']
271,SST2 receptor,Somatostatin receptors,gpcr,['SSTR2']
272,SST3 receptor,Somatostatin receptors,gpcr,['SSTR3']
273,SST5 receptor,Somatostatin receptors,gpcr,['SSTR5']
274,succinate receptor,Succinate receptor,gpcr,['SUCNR1']
275,NK1 receptor,Tachykinin receptors,gpcr,['TACR1']
276,NK2 receptor,Tachykinin receptors,gpcr,['TACR2']
277,TAS1R1,Taste 1 receptors,gpcr,['TAS1R1']
278,TAS1R2,Taste 1 receptors,gpcr,['TAS1R2']
279,TAS1R3,Taste 1 receptors,gpcr,['TAS1R3']
280,TAS2R16,Taste 2 receptors,gpcr,"['ENSACAG00000006850', 'ENSACAG00000021058', 'ENSACAG00000021090']"
281,TAS2R41,Taste 2 receptors,gpcr,"['ENSACAG00000006850', 'ENSACAG00000021058', 'ENSACAG00000021090']"
282,TAS2R60,Taste 2 receptors,gpcr,"['ENSACAG00000006850', 'ENSACAG00000021058', 'ENSACAG00000021090']"
283,TRH1 receptor,Thyrotropin-releasing hormone receptors,gpcr,['TRHR']
284,TA1 receptor,Trace amine receptor,gpcr,['TAAR1']
285,UT receptor,Urotensin receptor,gpcr,['UTS2R']
286,V1A receptor,Vasopressin and oxytocin receptors,gpcr,['AVPR1A']
287,V2 receptor,Vasopressin and oxytocin receptors,gpcr,['AVPR2']
288,OT receptor,Vasopressin and oxytocin receptors,gpcr,['OXTR']
289,PAC1 receptor,VIP and PACAP receptors,gpcr,['ADCYAP1R1']
290,VPAC1 receptor,VIP and PACAP receptors,gpcr,['VIPR1']
291,VPAC2 receptor,VIP and PACAP receptors,gpcr,['VIPR2']
292,DAX1,0B. DAX-like receptors,nhr,['NR0B1']
293,SHP,0B. DAX-like receptors,nhr,['ENSACAG00000017366']
294,Thyroid hormone receptor-α,1A. Thyroid hormone receptors,nhr,['THRA']
295,Thyroid hormone receptor-β,1A. Thyroid hormone receptors,nhr,['THRB']
296,Retinoic acid receptor-α,1B. Retinoic acid receptors,nhr,['RARA']
297,Retinoic acid receptor-β,1B. Retinoic acid receptors,nhr,['RARB']
298,Retinoic acid receptor-γ,1B. Retinoic acid receptors,nhr,['RARG']
299,Peroxisome proliferator-activated receptor-α,1C. Peroxisome proliferator-activated receptors,nhr,['PPARA']
300,Peroxisome proliferator-activated receptor-β/δ,1C. Peroxisome proliferator-activated receptors,nhr,['PPARD']
301,Peroxisome proliferator-activated receptor-γ,1C. Peroxisome proliferator-activated receptors,nhr,['PPARG']
302,Rev-Erb-α,1D. Rev-Erb receptors,nhr,['NR1D1']
303,Rev-Erb-β,1D. Rev-Erb receptors,nhr,['NR1D2']
304,RAR-related orphan receptor-α,1F. Retinoic acid-related orphans,nhr,['RORA']
305,RAR-related orphan receptor-β,1F. Retinoic acid-related orphans,nhr,['RORB']
306,RAR-related orphan receptor-γ,1F. Retinoic acid-related orphans,nhr,['RORC']
307,Farnesoid X receptor,1H. Liver X receptor-like receptors,nhr,['NR1H4']
308,Liver X receptor-α,1H. Liver X receptor-like receptors,nhr,['NR1H3']
309,Liver X receptor-β,1H. Liver X receptor-like receptors,nhr,['NR1H2']
310,Vitamin D receptor,1I. Vitamin D receptor-like receptors,nhr,['VDR']
311,Pregnane X receptor,1I. Vitamin D receptor-like receptors,nhr,['ENSACAG00000001535']
312,Constitutive androstane receptor,1I. Vitamin D receptor-like receptors,nhr,['NR1I3']
313,Hepatocyte nuclear factor-4-α,2A. Hepatocyte nuclear factor-4 receptors,nhr,['HNF4A']
314,Hepatocyte nuclear factor-4-γ,2A. Hepatocyte nuclear factor-4 receptors,nhr,['HNF4G']
315,Retinoid X receptor-α,2B. Retinoid X receptors,nhr,['RXRA']
316,Retinoid X receptor-β,2B. Retinoid X receptors,nhr,['RXRB']
317,Testicular receptor 2,2C. Testicular receptors,nhr,['NR2C1']
318,Testicular receptor 4,2C. Testicular receptors,nhr,['NR2C2']
319,TLX,2E. Tailless-like receptors,nhr,['NR2E1']
320,PNR,2E. Tailless-like receptors,nhr,['NR2E3']
321,COUP-TF1,2F. COUP-TF-like receptors,nhr,['NR2F1']
322,COUP-TF2,2F. COUP-TF-like receptors,nhr,['NR2F2']
323,Estrogen receptor-α,3A. Estrogen receptors,nhr,['esr1']
324,Estrogen receptor-β,3A. Estrogen receptors,nhr,['ESR2']
325,Estrogen-related receptor-β,3B. Estrogen-related receptors,nhr,['ESRRB']
326,Estrogen-related receptor-γ,3B. Estrogen-related receptors,nhr,['ESRRG']
327,Androgen receptor,3C. 3-Ketosteroid receptors,nhr,['ENSACAG00000009496']
328,Glucocorticoid receptor,3C. 3-Ketosteroid receptors,nhr,['NR3C1']
329,Mineralocorticoid receptor,3C. 3-Ketosteroid receptors,nhr,['NR3C2']
330,Progesterone receptor,3C. 3-Ketosteroid receptors,nhr,['PGR']
331,Nerve Growth factor IB,4A. Nerve growth factor IB-like receptors,nhr,['NR4A1']
332,Nuclear receptor related 1,4A. Nerve growth factor IB-like receptors,nhr,['NR4A2']
333,Neuron-derived orphan receptor 1,4A. Nerve growth factor IB-like receptors,nhr,['NR4A3']
334,Steroidogenic factor 1,5A. Fushi tarazu F1-like receptors,nhr,['NR5A1']
335,Liver receptor homolog-1,5A. Fushi tarazu F1-like receptors,nhr,['NR5A2']
336,Germ cell nuclear factor,6A. Germ cell nuclear factor receptors,nhr,['NR6A1']
337,KCa1.1,Calcium- and sodium-activated potassium channels,vgic,['KCNMA1']
338,KCa2.2,Calcium- and sodium-activated potassium channels,vgic,['KCNN2']
339,KCa2.3,Calcium- and sodium-activated potassium channels,vgic,['ENSACAG00000015700']
340,KCa3.1,Calcium- and sodium-activated potassium channels,vgic,['KCNN4']
341,KNa1.1,Calcium- and sodium-activated potassium channels,vgic,['KCNT1']
342,KNa1.2,Calcium- and sodium-activated potassium channels,vgic,['KCNT2']
343,KCa5.1,Calcium- and sodium-activated potassium channels,vgic,['KCNU1']
344,CatSper1,CatSper and Two-Pore channels,vgic,['ENSACAG00000008605']
345,CatSper2,CatSper and Two-Pore channels,vgic,['ENSACAG00000000139']
346,CatSper3,CatSper and Two-Pore channels,vgic,['CATSPER3']
347,CatSper4,CatSper and Two-Pore channels,vgic,['CATSPER4']
348,TPC1,CatSper and Two-Pore channels,vgic,['TPCN1']
349,TPC2,CatSper and Two-Pore channels,vgic,['ENSACAG00000015933']
350,CNGA1,Cyclic nucleotide-regulated channels,vgic,['CNGA1']
351,CNGA2,Cyclic nucleotide-regulated channels,vgic,['CNGA2']
352,CNGA3,Cyclic nucleotide-regulated channels,vgic,['CNGA3']
353,CNGA4,Cyclic nucleotide-regulated channels,vgic,['ENSACAG00000011215']
354,CNGB3,Cyclic nucleotide-regulated channels,vgic,['CNGB3']
355,HCN1,Cyclic nucleotide-regulated channels,vgic,['HCN1']
356,HCN2,Cyclic nucleotide-regulated channels,vgic,['HCN2']
357,HCN3,Cyclic nucleotide-regulated channels,vgic,['ENSACAG00000028197']
358,HCN4,Cyclic nucleotide-regulated channels,vgic,['HCN4']
359,Kir1.1,Inwardly rectifying potassium channels,vgic,['KCNJ1']
360,Kir2.1,Inwardly rectifying potassium channels,vgic,['KCNJ2']
361,Kir2.2,Inwardly rectifying potassium channels,vgic,['ENSACAG00000001841']
362,Kir2.3,Inwardly rectifying potassium channels,vgic,['KCNJ4']
363,Kir2.4,Inwardly rectifying potassium channels,vgic,['KCNJ14']
364,Kir3.1,Inwardly rectifying potassium channels,vgic,['KCNJ3']
365,Kir3.2,Inwardly rectifying potassium channels,vgic,['KCNJ6']
366,Kir3.3,Inwardly rectifying potassium channels,vgic,['KCNJ9']
367,Kir3.4,Inwardly rectifying potassium channels,vgic,['KCNJ5']
368,Kir4.2,Inwardly rectifying potassium channels,vgic,['KCNJ15']
369,Kir5.1,Inwardly rectifying potassium channels,vgic,['KCNJ16']
370,Kir6.1,Inwardly rectifying potassium channels,vgic,['KCNJ8']
371,Kir6.2,Inwardly rectifying potassium channels,vgic,['KCNJ11']
372,Kir7.1,Inwardly rectifying potassium channels,vgic,['KCNJ13']
373,RyR1,Ryanodine receptors,vgic,"['ENSACAG00000001965', 'ENSACAG00000002607', 'ENSACAG00000022438']"
374,RyR2,Ryanodine receptors,vgic,"['ENSACAG00000003211', 'ENSACAG00000003628', 'ENSACAG00000024151']"
375,RyR3,Ryanodine receptors,vgic,['RYR3']
376,TRPA1,Transient Receptor Potential channels,vgic,['TRPA1']
377,TRPC1,Transient Receptor Potential channels,vgic,['TRPC1']
