,receptor,family,type,gene
25,CELSR1,Adhesion Class GPCRs,gpcr,['CELSR1']
26,CELSR2,Adhesion Class GPCRs,gpcr,['igsf21']
27,CELSR3,Adhesion Class GPCRs,gpcr,['brinp1']
28,ADGRD1,Adhesion Class GPCRs,gpcr,['tbc1d9b']
29,ADGRD2,Adhesion Class GPCRs,gpcr,['gatd3a']
30,ADGRF3,Adhesion Class GPCRs,gpcr,['ENSXETG00000001603']
31,ADGRF5,Adhesion Class GPCRs,gpcr,"['smarca1', 'ENSXETG00000001557', 'gucy2f']"
32,ADGRG1,Adhesion Class GPCRs,gpcr,['ADGRG1']
33,ADGRG2,Adhesion Class GPCRs,gpcr,['clec3b']
34,ADGRG4,Adhesion Class GPCRs,gpcr,['ENSXETG00000017894']
35,ADGRG6,Adhesion Class GPCRs,gpcr,['gtdc1']
36,ADGRL1,Adhesion Class GPCRs,gpcr,['dhx36']
37,ADGRL2,Adhesion Class GPCRs,gpcr,['hpx']
38,ADGRL3,Adhesion Class GPCRs,gpcr,['crisp1.3']
39,ADGRL4,Adhesion Class GPCRs,gpcr,['ADGRL4']
40,ADGRV1,Adhesion Class GPCRs,gpcr,['ADGRV1']
41,α1A-adrenoceptor,Adrenoceptors,gpcr,['efr3b']
42,α1B-adrenoceptor,Adrenoceptors,gpcr,['ENSXETG00000005687']
43,α1D-adrenoceptor,Adrenoceptors,gpcr,['ADRA1D']
44,α2B-adrenoceptor,Adrenoceptors,gpcr,['ADRA2B']
45,α2C-adrenoceptor,Adrenoceptors,gpcr,['adra2c']
46,β2-adrenoceptor,Adrenoceptors,gpcr,['prrc2c']
47,β3-adrenoceptor,Adrenoceptors,gpcr,['ENSXETG00000012361']
48,AT1 receptor,Angiotensin receptors,gpcr,['agtr1']
49,AT2 receptor,Angiotensin receptors,gpcr,['crybg1']
50,BB1 receptor,Bombesin receptors,gpcr,['wwtr1']
51,BB2 receptor,Bombesin receptors,gpcr,['prps1']
52,BB3 receptor,Bombesin receptors,gpcr,['dguok']
53,B2 receptor,Bradykinin receptors,gpcr,['pfkfb2']
54,CT receptor,Calcitonin receptors,gpcr,['ppwd1']
55,calcitonin receptor-like receptor,Calcitonin receptors,gpcr,['calcrl']
56,CaS receptor,Calcium-sensing receptor,gpcr,['CASR']
57,CB1 receptor,Cannabinoid receptors,gpcr,['CNR1']
58,CB2 receptor,Cannabinoid receptors,gpcr,['CNR2']
59,chemerin receptor 1,Chemerin receptors,gpcr,['uap1l1']
60,chemerin receptor 2,Chemerin receptors,gpcr,['GPR1']
61,CCR1,Chemokine receptors,gpcr,['agpat1']
62,CCR2,Chemokine receptors,gpcr,['agpat1']
63,CCR3,Chemokine receptors,gpcr,['agpat1']
64,CCR5,Chemokine receptors,gpcr,['agpat1']
65,CCR6,Chemokine receptors,gpcr,['CCR6']
66,CCR7,Chemokine receptors,gpcr,['CCR7']
67,CCR8,Chemokine receptors,gpcr,['CCR8']
68,CCR9,Chemokine receptors,gpcr,['CCR9']
69,CCR10,Chemokine receptors,gpcr,['ENSXETG00000004551']
70,CXCR1,Chemokine receptors,gpcr,['ENSXETG00000009798']
71,CXCR2,Chemokine receptors,gpcr,['ENSXETG00000009798']
72,CXCR3,Chemokine receptors,gpcr,['CXCR3']
73,CXCR4,Chemokine receptors,gpcr,['exd1']
74,CXCR5,Chemokine receptors,gpcr,['CXCR5']
75,CXCR6,Chemokine receptors,gpcr,['CXCR6']
76,XCR1,Chemokine receptors,gpcr,['pkm']
77,ACKR3,Chemokine receptors,gpcr,['cdhr2']
78,ACKR4,Chemokine receptors,gpcr,['ACKR4']
79,CCRL2,Chemokine receptors,gpcr,['agpat1']
80,CCK1 receptor,Cholecystokinin receptors,gpcr,['tcf12']
81,CCK2 receptor,Cholecystokinin receptors,gpcr,['dok7']
82,BB3 receptor,Class A Orphans,gpcr,['dguok']
83,GPR4,Class A Orphans,gpcr,['dbf4']
84,GPR42,Class A Orphans,gpcr,"['amy2b', 'ENSXETG00000014928']"
85,GPR6,Class A Orphans,gpcr,['gpr6']
86,GPR17,Class A Orphans,gpcr,['GPR17']
87,GPR18,Class A Orphans,gpcr,['GPR18']
88,GPR20,Class A Orphans,gpcr,['slc35e4']
89,GPR21,Class A Orphans,gpcr,['pkp3']
90,GPR25,Class A Orphans,gpcr,['tmcc1']
91,GPR26,Class A Orphans,gpcr,['cadm3']
92,GPR27,Class A Orphans,gpcr,['nf2']
93,GPR32,Class A Orphans,gpcr,['lonp2']
94,GPR33,Class A Orphans,gpcr,"['ENSXETG00000008096', 'sox17b.2', 'ENSXETG00000008114', 'pex19', 'ENSXETG00000008126', 'adamts3', 'lysmd1']"
95,GPR34,Class A Orphans,gpcr,['nup205']
96,GPR35,Class A Orphans,gpcr,"['hpd-like.2', 'mettl27', 'kntc1']"
97,GPR37,Class A Orphans,gpcr,['GPR37']
98,GPR37L1,Class A Orphans,gpcr,['gpr37l1']
99,GPR39,Class A Orphans,gpcr,['mta1']
100,GPR45,Class A Orphans,gpcr,['ppfia3']
101,GPR50,Class A Orphans,gpcr,"['ENSXETG00000015744', 'yod1']"
102,GPR55,Class A Orphans,gpcr,['aagab']
103,GPR61,Class A Orphans,gpcr,['sass6.2']
104,GPR63,Class A Orphans,gpcr,['stk39']
105,GPR65,Class A Orphans,gpcr,['GPR65']
106,GPR68,Class A Orphans,gpcr,"['foxd4l1.2', 'ENSXETG00000008365']"
107,GPR75,Class A Orphans,gpcr,['GPR75']
108,GPR82,Class A Orphans,gpcr,['cnot4']
109,GPR83,Class A Orphans,gpcr,['GPR83']
110,GPR85,Class A Orphans,gpcr,['gpr85']
111,GPR87,Class A Orphans,gpcr,['GPR87']
112,GPR88,Class A Orphans,gpcr,['pradc1']
113,GPR101,Class A Orphans,gpcr,['GPR101']
114,GPR119,Class A Orphans,gpcr,['ENSXETG00000018627']
115,GPR135,Class A Orphans,gpcr,['GPR135']
116,GPR139,Class A Orphans,gpcr,['gpr139']
117,GPR141,Class A Orphans,gpcr,['zc3h12a']
118,GPR142,Class A Orphans,gpcr,['GPR142']
119,GPR149,Class A Orphans,gpcr,['wscd1']
120,GPR150,Class A Orphans,gpcr,['GPR150']
121,GPR151,Class A Orphans,gpcr,['tmod3']
122,GPR153,Class A Orphans,gpcr,['hdlbp']
123,GPR160,Class A Orphans,gpcr,['rab5a']
124,GPR161,Class A Orphans,gpcr,['pisd']
125,GPR162,Class A Orphans,gpcr,['GPR162']
126,GPR171,Class A Orphans,gpcr,['cdk6']
127,GPR173,Class A Orphans,gpcr,['acot9']
128,GPR176,Class A Orphans,gpcr,['snrnp25']
129,LGR4,Class A Orphans,gpcr,['jade3']
130,LGR5,Class A Orphans,gpcr,['rpl24']
131,MAS1,Class A Orphans,gpcr,['MAS1']
132,MAS1L,Class A Orphans,gpcr,"['ENSXETG00000014285', 'ENSXETG00000014306', 'znf276']"
133,MRGPRD,Class A Orphans,gpcr,"['ENSXETG00000014285', 'ENSXETG00000014306', 'znf276']"
134,MRGPRE,Class A Orphans,gpcr,"['ENSXETG00000014285', 'ENSXETG00000014306', 'znf276']"
135,MRGPRF,Class A Orphans,gpcr,"['ENSXETG00000014285', 'ENSXETG00000014306', 'znf276']"
136,MRGPRG,Class A Orphans,gpcr,"['ENSXETG00000014285', 'ENSXETG00000014306', 'znf276']"
137,MRGPRX1,Class A Orphans,gpcr,"['ENSXETG00000014285', 'ENSXETG00000014306', 'znf276']"
138,MRGPRX2,Class A Orphans,gpcr,"['ENSXETG00000014285', 'ENSXETG00000014306', 'znf276']"
139,MRGPRX3,Class A Orphans,gpcr,"['ENSXETG00000014285', 'ENSXETG00000014306', 'znf276']"
140,MRGPRX4,Class A Orphans,gpcr,"['ENSXETG00000014285', 'ENSXETG00000014306', 'znf276']"
141,P2RY8,Class A Orphans,gpcr,['idnk']
142,P2RY10,Class A Orphans,gpcr,['P2RY10']
143,GPR156,Class C Orphans,gpcr,['pc.2']
144,GPR158,Class C Orphans,gpcr,['GPR158']
145,GPR179,Class C Orphans,gpcr,['rpf2']
146,GPRC5A,Class C Orphans,gpcr,['ENSXETG00000005152']
147,GPRC5B,Class C Orphans,gpcr,['b3galt5l']
148,GPRC5C,Class C Orphans,gpcr,['gprc5cl1']
149,GPRC5D,Class C Orphans,gpcr,['ENSXETG00000005152']
150,GPRC6 receptor,Class C Orphans,gpcr,['GPRC6A']
151,FZD1,Class Frizzled GPCRs,gpcr,['ENSXETG00000006528']
152,FZD2,Class Frizzled GPCRs,gpcr,['ntrk1']
153,FZD3,Class Frizzled GPCRs,gpcr,['drg1']
154,FZD4,Class Frizzled GPCRs,gpcr,['FZD4']
155,FZD6,Class Frizzled GPCRs,gpcr,['fzd6']
156,FZD7,Class Frizzled GPCRs,gpcr,['bdh2']
157,FZD8,Class Frizzled GPCRs,gpcr,['fzd8']
158,FZD9,Class Frizzled GPCRs,gpcr,['FZD9']
159,SMO,Class Frizzled GPCRs,gpcr,['SMO']
160,C3a receptor,Complement peptide receptors,gpcr,['ENSXETG00000005226']
161,C5a1 receptor,Complement peptide receptors,gpcr,['ENSXETG00000013882']
162,C5a2 receptor,Complement peptide receptors,gpcr,['ENSXETG00000013882']
163,CRF1 receptor,Corticotropin-releasing factor receptors,gpcr,"['yif1b', 'yif1b']"
164,CRF2 receptor,Corticotropin-releasing factor receptors,gpcr,['slc17a9']
165,D1 receptor,Dopamine receptors,gpcr,['DRD1']
166,D2 receptor,Dopamine receptors,gpcr,['DRD2']
167,D4 receptor,Dopamine receptors,gpcr,['DRD4']
168,D5 receptor,Dopamine receptors,gpcr,['crtam']
169,ETA receptor,Endothelin receptors,gpcr,['ednra']
170,FPR1,Formylpeptide receptors,gpcr,['lonp2']
171,FPR2/ALX,Formylpeptide receptors,gpcr,['lonp2']
172,FPR3,Formylpeptide receptors,gpcr,['lonp2']
173,FFA1 receptor,Free fatty acid receptors,gpcr,['adprm']
174,FFA2 receptor,Free fatty acid receptors,gpcr,['FFAR2']
175,FFA3 receptor,Free fatty acid receptors,gpcr,"['amy2b', 'ENSXETG00000014928']"
176,GPR42,Free fatty acid receptors,gpcr,"['amy2b', 'ENSXETG00000014928']"
177,GABAB1,GABAB receptors,gpcr,['tonsl']
178,GABAB2,GABAB receptors,gpcr,['gabbr2']
179,GAL1 receptor,Galanin receptors,gpcr,['lmod3']
180,GAL2 receptor,Galanin receptors,gpcr,['GALR2']
181,GAL3 receptor,Galanin receptors,gpcr,['kiss1r']
182,ghrelin receptor,Ghrelin receptor,gpcr,['GHSR']
183,GLP-2 receptor,Glucagon receptor family,gpcr,['ldlr']
184,glucagon receptor,Glucagon receptor family,gpcr,['sstr5']
185,secretin receptor,Glucagon receptor family,gpcr,['vax1']
186,FSH receptor,Glycoprotein hormone receptors,gpcr,['FSHR']
187,LH receptor,Glycoprotein hormone receptors,gpcr,['prdm2']
188,TSH receptor,Glycoprotein hormone receptors,gpcr,['casq1']
189,GnRH1 receptor,Gonadotrophin-releasing hormone receptors,gpcr,"['gnrhr', 'nrg3', 'ccbe1']"
190,GPR18,"GPR18, GPR55 and GPR119",gpcr,['GPR18']
191,GPR55,"GPR18, GPR55 and GPR119",gpcr,['aagab']
192,GPR119,"GPR18, GPR55 and GPR119",gpcr,['ENSXETG00000018627']
193,GPER,G protein-coupled estrogen receptor,gpcr,['trim55']
194,H1 receptor,Histamine receptors,gpcr,['HRH1']
195,H2 receptor,Histamine receptors,gpcr,['HRH2']
196,H4 receptor,Histamine receptors,gpcr,['ENSXETG00000019886']
197,HCA1 receptor,Hydroxycarboxylic acid receptors,gpcr,['ENSXETG00000006483']
198,HCA2 receptor,Hydroxycarboxylic acid receptors,gpcr,['ENSXETG00000006483']
199,HCA3 receptor,Hydroxycarboxylic acid receptors,gpcr,['ENSXETG00000006483']
200,kisspeptin receptor,Kisspeptin receptor,gpcr,"['gpc2', 'fnbp4']"
201,BLT1 receptor,Leukotriene receptors,gpcr,['ENSXETG00000006747']
202,BLT2 receptor,Leukotriene receptors,gpcr,['cltb']
203,CysLT1 receptor,Leukotriene receptors,gpcr,['CYSLTR1']
204,FPR2/ALX,Leukotriene receptors,gpcr,['lonp2']
205,LPA1 receptor,Lysophospholipid (LPA) receptors,gpcr,['lpar1']
206,LPA2 receptor,Lysophospholipid (LPA) receptors,gpcr,['lpar2']
207,LPA3 receptor,Lysophospholipid (LPA) receptors,gpcr,['slc6a8']
208,LPA4 receptor,Lysophospholipid (LPA) receptors,gpcr,['lpar4']
209,LPA5 receptor,Lysophospholipid (LPA) receptors,gpcr,['trpm2l']
210,LPA6 receptor,Lysophospholipid (LPA) receptors,gpcr,['mesd']
211,S1P1 receptor,Lysophospholipid (S1P) receptors,gpcr,['s1pr1']
212,S1P3 receptor,Lysophospholipid (S1P) receptors,gpcr,['dcun1d2']
213,S1P4 receptor,Lysophospholipid (S1P) receptors,gpcr,['armc9']
214,MCH1 receptor,Melanin-concentrating hormone receptors,gpcr,['mchr1.2']
215,MCH2 receptor,Melanin-concentrating hormone receptors,gpcr,['tmem183a']
216,MC1 receptor,Melanocortin receptors,gpcr,['MC1R']
217,MC2 receptor,Melanocortin receptors,gpcr,['MC2R']
218,MC3 receptor,Melanocortin receptors,gpcr,['MC3R']
219,MC4 receptor,Melanocortin receptors,gpcr,['MC4R']
220,MC5 receptor,Melanocortin receptors,gpcr,['pprc1']
221,MT1 receptor,Melatonin receptors,gpcr,['wdhd1']
222,MT2 receptor,Melatonin receptors,gpcr,"['ENSXETG00000009082', 'lmnb3']"
223,mGlu1 receptor,Metabotropic glutamate receptors,gpcr,['GRM1']
224,mGlu2 receptor,Metabotropic glutamate receptors,gpcr,['GRM2']
225,mGlu3 receptor,Metabotropic glutamate receptors,gpcr,['mfn1']
226,mGlu4 receptor,Metabotropic glutamate receptors,gpcr,['ENSXETG00000017572']
227,mGlu5 receptor,Metabotropic glutamate receptors,gpcr,['GRM5']
228,mGlu6 receptor,Metabotropic glutamate receptors,gpcr,['pias4']
229,mGlu7 receptor,Metabotropic glutamate receptors,gpcr,['xylt1']
230,mGlu8 receptor,Metabotropic glutamate receptors,gpcr,['GRM8']
231,motilin receptor,Motilin receptor,gpcr,"['ENSXETG00000012873', 'tacr3']"
232,NMU1 receptor,Neuromedin U receptors,gpcr,['ENSXETG00000016529']
233,NMU2 receptor,Neuromedin U receptors,gpcr,['NMUR2']
234,NPFF1 receptor,Neuropeptide FF/neuropeptide AF receptors,gpcr,"['clstn2', 'hnrnpa1']"
235,NPFF2 receptor,Neuropeptide FF/neuropeptide AF receptors,gpcr,['NPFFR2']
236,NPS receptor,Neuropeptide S receptor,gpcr,['evx1']
237,NPBW1 receptor,Neuropeptide W/neuropeptide B receptors,gpcr,['mitd1']
238,NPBW2 receptor,Neuropeptide W/neuropeptide B receptors,gpcr,['NPBWR2']
239,Y1 receptor,Neuropeptide Y receptors,gpcr,['cdca7']
240,Y2 receptor,Neuropeptide Y receptors,gpcr,['NPY2R']
241,Y4 receptor,Neuropeptide Y receptors,gpcr,['ENSXETG00000019295']
242,Y5 receptor,Neuropeptide Y receptors,gpcr,['npy5r']
243,NTS2 receptor,Neurotensin receptors,gpcr,['NTSR2']
244,δ receptor,Opioid receptors,gpcr,['OPRD1']
245,κ receptor,Opioid receptors,gpcr,['gltp']
246,μ receptor,Opioid receptors,gpcr,['OPRM1']
247,OPN1LW,Opsin receptors,gpcr,['opn1lw']
248,OPN1MW,Opsin receptors,gpcr,['opn1lw']
249,OPN1SW,Opsin receptors,gpcr,['opn1sw']
250,Rhodopsin,Opsin receptors,gpcr,['rho']
251,OPN3,Opsin receptors,gpcr,['otud6b']
252,OPN4,Opsin receptors,gpcr,['mcf2l']
253,OPN5,Opsin receptors,gpcr,['OPN5']
254,OX2 receptor,Orexin receptors,gpcr,['HCRTR2']
255,GPR107,Other 7TM proteins,gpcr,['lacc1']
256,TPRA1,Other 7TM proteins,gpcr,['tpra1']
257,GPR143,Other 7TM proteins,gpcr,['gpr143']
258,GPR157,Other 7TM proteins,gpcr,['gpr157']
259,P2Y1 receptor,P2Y receptors,gpcr,['p2ry1']
260,P2Y2 receptor,P2Y receptors,gpcr,"['p2ry2', 'sf3a1']"
261,P2Y4 receptor,P2Y receptors,gpcr,['p2ry4']
262,P2Y11 receptor,P2Y receptors,gpcr,['ccdc12']
263,P2Y12 receptor,P2Y receptors,gpcr,['prelid1']
264,P2Y13 receptor,P2Y receptors,gpcr,['grk6']
265,P2Y14 receptor,P2Y receptors,gpcr,['P2RY14']
266,PTH1 receptor,Parathyroid hormone receptors,gpcr,['ccdc22']
267,PTH2 receptor,Parathyroid hormone receptors,gpcr,['PTH2R']
268,PAF receptor,Platelet-activating factor receptor,gpcr,['PTAFR']
269,PKR1,Prokineticin receptors,gpcr,['duox1']
270,PKR2,Prokineticin receptors,gpcr,['duox1']
271,DP1 receptor,Prostanoid receptors,gpcr,['PTGDR']
272,EP1 receptor,Prostanoid receptors,gpcr,['PTGER1']
273,EP2 receptor,Prostanoid receptors,gpcr,['PTGER2']
274,EP3 receptor,Prostanoid receptors,gpcr,['PTGER3']
275,EP4 receptor,Prostanoid receptors,gpcr,['ptger4']
276,FP receptor,Prostanoid receptors,gpcr,"['laptm4a', 'add1']"
277,IP receptor,Prostanoid receptors,gpcr,['PTGIR']
278,TP receptor,Prostanoid receptors,gpcr,['cntrl']
279,PAR1,Proteinase-activated receptors,gpcr,['dab2']
280,PAR2,Proteinase-activated receptors,gpcr,['specc1']
281,PAR3,Proteinase-activated receptors,gpcr,['rbm15b']
282,PAR4,Proteinase-activated receptors,gpcr,['hap1']
283,QRFP receptor,QRFP receptor,gpcr,"['slc11a2', 'ENSXETG00000011348']"
284,RXFP1,Relaxin family peptide receptors,gpcr,['RXFP1']
285,RXFP2,Relaxin family peptide receptors,gpcr,['RXFP2']
286,RXFP4,Relaxin family peptide receptors,gpcr,['RXFP4']
287,SST1 receptor,Somatostatin receptors,gpcr,['rab13']
288,SST2 receptor,Somatostatin receptors,gpcr,"['ENSXETG00000003540', 'lyar']"
289,SST3 receptor,Somatostatin receptors,gpcr,['rbm38']
290,SST4 receptor,Somatostatin receptors,gpcr,['ap5b1']
291,SST5 receptor,Somatostatin receptors,gpcr,['SSTR5']
292,succinate receptor,Succinate receptor,gpcr,"['stk11ip', 'rgd1566381', 'swi5', 'macrod1']"
293,NK1 receptor,Tachykinin receptors,gpcr,['c16orf87']
294,NK3 receptor,Tachykinin receptors,gpcr,['enc1']
295,TAS2R1,Taste 2 receptors,gpcr,"['kiaa1549', 't2r5', 'tas2r7', 'rab21', 'nr2f1', 'dlgap2', 'tas2r4', 'tas2r13', 't2r15']"
296,TAS2R3,Taste 2 receptors,gpcr,['hsdl2']
297,TAS2R4,Taste 2 receptors,gpcr,"['kiaa1549', 't2r5', 'tas2r7', 'rab21', 'nr2f1', 'dlgap2', 'tas2r4', 'tas2r13', 't2r15']"
298,TAS2R5,Taste 2 receptors,gpcr,"['kiaa1549', 't2r5', 'tas2r7', 'rab21', 'nr2f1', 'dlgap2', 'tas2r4', 'tas2r13', 't2r15']"
299,TAS2R7,Taste 2 receptors,gpcr,['hsdl2']
300,TAS2R8,Taste 2 receptors,gpcr,['hsdl2']
301,TAS2R9,Taste 2 receptors,gpcr,['hsdl2']
302,TAS2R10,Taste 2 receptors,gpcr,['hsdl2']
303,TAS2R13,Taste 2 receptors,gpcr,['hsdl2']
304,TAS2R14,Taste 2 receptors,gpcr,['hsdl2']
305,TAS2R16,Taste 2 receptors,gpcr,"['kiaa1549', 't2r5', 'tas2r7', 'rab21', 'nr2f1', 'dlgap2', 'tas2r4', 'tas2r13', 't2r15']"
306,TAS2R19,Taste 2 receptors,gpcr,['hsdl2']
307,TAS2R20,Taste 2 receptors,gpcr,['hsdl2']
308,TAS2R30,Taste 2 receptors,gpcr,['hsdl2']
309,TAS2R31,Taste 2 receptors,gpcr,['hsdl2']
310,TAS2R38,Taste 2 receptors,gpcr,"['kiaa1549', 't2r5', 'tas2r7', 'rab21', 'nr2f1', 'dlgap2', 'tas2r4', 'tas2r13', 't2r15']"
311,TAS2R39,Taste 2 receptors,gpcr,"['kiaa1549', 't2r5', 'tas2r7', 'rab21', 'nr2f1', 'dlgap2', 'tas2r4', 'tas2r13', 't2r15']"
312,TAS2R40,Taste 2 receptors,gpcr,"['kiaa1549', 't2r5', 'tas2r7', 'rab21', 'nr2f1', 'dlgap2', 'tas2r4', 'tas2r13', 't2r15']"
313,TAS2R41,Taste 2 receptors,gpcr,"['kiaa1549', 't2r5', 'tas2r7', 'rab21', 'nr2f1', 'dlgap2', 'tas2r4', 'tas2r13', 't2r15']"
314,TAS2R42,Taste 2 receptors,gpcr,['hsdl2']
315,TAS2R43,Taste 2 receptors,gpcr,['hsdl2']
316,TAS2R45,Taste 2 receptors,gpcr,['hsdl2']
317,TAS2R46,Taste 2 receptors,gpcr,['hsdl2']
318,TAS2R50,Taste 2 receptors,gpcr,['hsdl2']
319,TAS2R60,Taste 2 receptors,gpcr,"['kiaa1549', 't2r5', 'tas2r7', 'rab21', 'nr2f1', 'dlgap2', 'tas2r4', 'tas2r13', 't2r15']"
320,TRH1 receptor,Thyrotropin-releasing hormone receptors,gpcr,['kiaa1324l']
321,TRH2 receptor,Thyrotropin-releasing hormone receptors,gpcr,['epx']
322,TA1 receptor,Trace amine receptor,gpcr,['aadac']
323,V1A receptor,Vasopressin and oxytocin receptors,gpcr,['AVPR1A']
324,V1B receptor,Vasopressin and oxytocin receptors,gpcr,['AVPR1B']
325,V2 receptor,Vasopressin and oxytocin receptors,gpcr,['tdrkh']
326,OT receptor,Vasopressin and oxytocin receptors,gpcr,['cdcp1']
327,PAC1 receptor,VIP and PACAP receptors,gpcr,['adcyap1r1']
328,VPAC1 receptor,VIP and PACAP receptors,gpcr,['VIPR1']
329,VPAC2 receptor,VIP and PACAP receptors,gpcr,['ccdc59']
330,DAX1,0B. DAX-like receptors,nhr,['NR0B1']
331,SHP,0B. DAX-like receptors,nhr,['ENSXETG00000006685']
332,Thyroid hormone receptor-α,1A. Thyroid hormone receptors,nhr,['apoa4']
333,Thyroid hormone receptor-β,1A. Thyroid hormone receptors,nhr,['mmel1']
334,Retinoic acid receptor-α,1B. Retinoic acid receptors,nhr,['rara']
335,Retinoic acid receptor-β,1B. Retinoic acid receptors,nhr,['RARB']
336,Retinoic acid receptor-γ,1B. Retinoic acid receptors,nhr,['nupl2']
337,Peroxisome proliferator-activated receptor-α,1C. Peroxisome proliferator-activated receptors,nhr,['lamp1']
338,Peroxisome proliferator-activated receptor-γ,1C. Peroxisome proliferator-activated receptors,nhr,['PPARG']
339,Rev-Erb-α,1D. Rev-Erb receptors,nhr,['hs6st3']
340,Rev-Erb-β,1D. Rev-Erb receptors,nhr,['snx31']
341,RAR-related orphan receptor-α,1F. Retinoic acid-related orphans,nhr,['kcnk4']
342,RAR-related orphan receptor-β,1F. Retinoic acid-related orphans,nhr,['rsph9']
343,RAR-related orphan receptor-γ,1F. Retinoic acid-related orphans,nhr,['ENSXETG00000006143']
344,Farnesoid X receptor,1H. Liver X receptor-like receptors,nhr,['ppp5c']
345,Liver X receptor-β,1H. Liver X receptor-like receptors,nhr,['nr1h2']
346,Vitamin D receptor,1I. Vitamin D receptor-like receptors,nhr,['VDR']
347,Pregnane X receptor,1I. Vitamin D receptor-like receptors,nhr,['nr1i2']
348,Constitutive androstane receptor,1I. Vitamin D receptor-like receptors,nhr,['NR1I3']
349,Hepatocyte nuclear factor-4-α,2A. Hepatocyte nuclear factor-4 receptors,nhr,['HNF4A']
350,Hepatocyte nuclear factor-4-γ,2A. Hepatocyte nuclear factor-4 receptors,nhr,['HNF4G']
351,Retinoid X receptor-α,2B. Retinoid X receptors,nhr,['palm']
352,Retinoid X receptor-β,2B. Retinoid X receptors,nhr,['rxrb']
353,Retinoid X receptor-γ,2B. Retinoid X receptors,nhr,['grip2']
354,Testicular receptor 2,2C. Testicular receptors,nhr,['nr2c1']
355,Testicular receptor 4,2C. Testicular receptors,nhr,['NR2C2']
356,TLX,2E. Tailless-like receptors,nhr,['NR2E1']
357,PNR,2E. Tailless-like receptors,nhr,['nr2e3']
358,COUP-TF1,2F. COUP-TF-like receptors,nhr,['uevld']
359,COUP-TF2,2F. COUP-TF-like receptors,nhr,['nr2f2']
360,V-erbA-related gene,2F. COUP-TF-like receptors,nhr,['mrps24']
361,Estrogen receptor-α,3A. Estrogen receptors,nhr,['esr1']
362,Estrogen receptor-β,3A. Estrogen receptors,nhr,['esr2']
363,Estrogen-related receptor-γ,3B. Estrogen-related receptors,nhr,['esrrg']
364,Androgen receptor,3C. 3-Ketosteroid receptors,nhr,['tacc3']
365,Glucocorticoid receptor,3C. 3-Ketosteroid receptors,nhr,['best3']
366,Mineralocorticoid receptor,3C. 3-Ketosteroid receptors,nhr,['NR3C2']
367,Progesterone receptor,3C. 3-Ketosteroid receptors,nhr,"['ENSXETG00000012816', 'ENSXETG00000012977']"
368,Nerve Growth factor IB,4A. Nerve growth factor IB-like receptors,nhr,['bmp7.2']
369,Nuclear receptor related 1,4A. Nerve growth factor IB-like receptors,nhr,['nr4a2']
370,Neuron-derived orphan receptor 1,4A. Nerve growth factor IB-like receptors,nhr,['abi2']
371,Steroidogenic factor 1,5A. Fushi tarazu F1-like receptors,nhr,['rif1']
372,Liver receptor homolog-1,5A. Fushi tarazu F1-like receptors,nhr,['nr5a2']
373,Germ cell nuclear factor,6A. Germ cell nuclear factor receptors,nhr,['nr6a1']
374,KCa1.1,Calcium- and sodium-activated potassium channels,vgic,['KCNMA1']
375,KCa2.1,Calcium- and sodium-activated potassium channels,vgic,['wdr17']
376,KCa2.2,Calcium- and sodium-activated potassium channels,vgic,['KCNN2']
