,ligand,ligand_type,preprogene,synthesis,transport,reuptake,excluded,comment
110,T-kinin,peptide,['KNG1'],,,,,inferred from Rat
111,TGFα,peptide,['slc6a8l'],,,,,inferred from Human
112,TGFβ2,peptide,['TGFB2'],,,,,inferred from Human
113,TGFβ3,peptide,['minpp1'],,,,,inferred from Human
114,TIP39,peptide,['itga6'],,,,,inferred from Mouse
115,TL1A,peptide,['TNFSF15'],,,,,inferred from Human
116,TRAIL,peptide,['TNFSF10'],,,,,inferred from Human
117,TRH,peptide,"['ENSXETG00000015535', 'trh']",,,,,inferred from Mouse
118,VEGFA,peptide,['gid8'],,,,,inferred from Human
119,VEGFC,peptide,['VEGFC'],,,,,inferred from Human
120,VEGFD,peptide,['VEGFD'],,,,,inferred from Human
121,VEGFE,peptide,['PDGFC'],,,,,inferred from Human
122,VIP,peptide,['VIP'],,,,,inferred from Mouse
123,Wnt-4,peptide,['wnt4'],,,,,inferred from Human
124,Wnt-5a,peptide,['ENSXETG00000017672'],,,,,inferred from Human
125,[Leu]enkephalin,peptide,['penk'],,,,,inferred from Mouse
126,[Met]enkephalin,peptide,['penk'],,,,,inferred from Mouse
127,[Pyr1]apelin-13,peptide,['apln'],,,,,inferred from Mouse
128,[des-Arg10]kallidin,peptide,['KNG1'],,,,,inferred from Human
129,[des-Arg9]bradykinin,peptide,['KNG1'],,,,,inferred from Mouse
130,activin A,peptide,['INHBA'],,,,,inferred from Human
131,activin B,peptide,['INHBB'],,,,,inferred from Human
132,adrenomedullin,peptide,['gdf3'],,,,,inferred from Rat
133,agouti-related protein,peptide,['agrp'],,,,,inferred from Human
134,amphiregulin,peptide,['areg'],,,,,inferred from Human
135,amyloid β,peptide,['gtf2e2'],,,,,inferred from Human
136,angiopoietin-1,peptide,['pwwp2a'],,,,,inferred from Human
137,angiotensin A,peptide,['ENSXETG00000021164'],,,,,inferred from Human
138,angiotensin II,peptide,['ENSXETG00000021164'],,,,,inferred from Mouse
139,angiotensin III,peptide,['ENSXETG00000021164'],,,,,inferred from Mouse
140,angiotensin IV,peptide,['ENSXETG00000021164'],,,,,inferred from Mouse
141,angiotensin-(1-7),peptide,['ENSXETG00000021164'],,,,,inferred from Mouse
142,annexin I,peptide,"['vmp1', 'ccnb1.2']",,,,,inferred from Human
143,annexin I-(2-26),peptide,"['vmp1', 'ccnb1.2']",,,,,inferred from Human
144,apelin-13,peptide,['apln'],,,,,inferred from Mouse
145,apelin-17,peptide,['apln'],,,,,inferred from Mouse
146,apelin-36,peptide,['apln'],,,,,inferred from Human
147,aprotinin,peptide,['apln'],,,,,inferred from Human
148,betacellulin,peptide,['BTC'],,,,,inferred from Human
149,bovine adrenal medulla peptide 8-22,peptide,['penk'],,,,,inferred from Human
150,bradykinin,peptide,['KNG1'],,,,,inferred from Mouse
151,brain natriuretic peptide,peptide,['cdk11b'],,,,,inferred from Human
152,cardiotrophin-1,peptide,['npas4'],,,,,inferred from Human
153,chemerin,peptide,['rarres2'],,,,,inferred from Human
154,chorionic somatomammotropin hormone-like 1 ,peptide,"['ENSXETG00000010549', 'clcn2']",,,,,inferred from Human
155,corticotrophin-releasing hormone,peptide,"['ENSXETG00000017382', 'ENSXETG00000017646']",,,,,inferred from Mouse
156,corticotropin-releasing factor,peptide,"['ENSXETG00000017382', 'ENSXETG00000017646']",,,,,inferred from Mouse
157,cytokine domain of tyrosyl tRNA synthetase,peptide,['yars1'],,,,,inferred from Human
158,des-Br-neuropeptide B-23,peptide,['arvcf'],,,,,inferred from Human
159,des-Br-neuropeptide B-29,peptide,['arvcf'],,,,,inferred from Human
160,desulfated gastrin-14,peptide,"['grin2d', 'ENSXETG00000016602', 'xt6l']",,,,,inferred from Human
161,desulfated gastrin-17,peptide,"['grin2d', 'ENSXETG00000016602', 'xt6l']",,,,,inferred from Human
162,desulfated gastrin-34,peptide,"['grin2d', 'ENSXETG00000016602', 'xt6l']",,,,,inferred from Human
163,desulfated gastrin-71,peptide,"['grin2d', 'ENSXETG00000016602', 'xt6l']",,,,,inferred from Human
164,ectodysplasin A1,peptide,['EDA'],,,,,inferred from Human
165,ectodysplasin A2,peptide,['EDA'],,,,,inferred from Human
166,endothelin-1,peptide,['nid2'],,,,,inferred from Mouse
167,endothelin-2,peptide,['mier2'],,,,,inferred from Human
168,endothelin-3,peptide,['edn3'],,,,,inferred from Mouse
169,epigen,peptide,['lrch1'],,,,,inferred from Human
170,epiregulin,peptide,['nek6'],,,,,inferred from Human
171,erythropoietin,peptide,['esrra'],,,,,inferred from Human
172,galanin,peptide,['rnf149'],,,,,inferred from Mouse
173,gastric inhibitory polypeptide,peptide,['fhod3'],,,,,inferred from Rat
174,gastrin-14,peptide,"['grin2d', 'ENSXETG00000016602', 'xt6l']",,,,,inferred from Human
175,gastrin-17,peptide,"['grin2d', 'ENSXETG00000016602', 'xt6l']",,,,,inferred from Human
176,gastrin-34,peptide,"['grin2d', 'ENSXETG00000016602', 'xt6l']",,,,,inferred from Human
177,gastrin-71,peptide,"['grin2d', 'ENSXETG00000016602', 'xt6l']",,,,,inferred from Human
178,gastrin-releasing peptide,peptide,"['bace2', 'ucma']",,,,,inferred from Human
179,glucagon,peptide,['insrr'],,,,,inferred from Mouse
180,glucagon-like peptide 1-(7-36) amide,peptide,['insrr'],,,,,inferred from Mouse
181,glucagon-like peptide 1-(7-37),peptide,['insrr'],,,,,inferred from Mouse
182,glucagon-like peptide 2,peptide,['insrr'],,,,,inferred from Rat
183,glucagon-like peptide 2-(2-33),peptide,['insrr'],,,,,inferred from Rat
184,glucagon-like peptide 2-(3-33),peptide,['insrr'],,,,,inferred from Rat
185,growth arrest specific protein 6,peptide,['cdx1'],,,,,inferred from Human
186,growth hormone 1,peptide,"['ENSXETG00000010549', 'clcn2']",,,,,inferred from Human
187,growth hormone 2,peptide,"['ENSXETG00000010549', 'clcn2']",,,,,inferred from Human
188,growth/differentiation factor-10,peptide,['atp8b1'],,,,,inferred from Human
189,growth/differentiation factor-7,peptide,['GDF7'],,,,,inferred from Human
190,growth/differentiation factor-9,peptide,['GDF9'],,,,,inferred from Human
191,guanylyl cyclase-activating protein 1,peptide,['guca1a'],,,,,inferred from Mouse
192,hepatocyte growth factor,peptide,['HGF'],,,,,inferred from Human
193,insulin,peptide,"['ins', 'ins']",,,,,inferred from Human
194,insulin-like growth factor 1,peptide,['IGF1'],,,,,inferred from Mouse
195,insulin-like growth factor 2,peptide,['igf2'],,,,,inferred from Human
196,kallidin,peptide,['KNG1'],,,,,inferred from Human
197,kisspeptin-10,peptide,['kiss1'],,,,,inferred from Human
198,kisspeptin-13,peptide,['kiss1'],,,,,inferred from Human
199,kisspeptin-14,peptide,['kiss1'],,,,,inferred from Human
200,kisspeptin-54,peptide,['kiss1'],,,,,inferred from Human
201,large neuromedin N,peptide,['NTS'],,,,,inferred from Human
202,large neurotensin,peptide,['NTS'],,,,,inferred from Human
203,leptin,peptide,['ENSXETG00000016568'],,,,,inferred from Human
204,liver enriched antimicrobial peptide 2,peptide,['leap2'],,,,,inferred from Human
205,lymphotoxin-α,peptide,['borcs5'],,,,,inferred from Human
206,macrophage stimulating protein 1,peptide,['MST1'],,,,,inferred from Human
207,melanin-concentrating hormone,peptide,['caap1'],,,,,inferred from Mouse
208,microtubule associated protein tau,peptide,['tbp'],,,,,inferred from Human
209,myostatin,peptide,"['ubap2', 'lin37']",,,,,inferred from Human
210,neuregulin-1,peptide,['gatad2a'],,,,,inferred from Human
211,neuregulin-3,peptide,['dach1'],,,,,inferred from Human
212,neurokinin A,peptide,['olfm2'],,,,,inferred from Mouse
213,neurokinin B,peptide,['tac3'],,,,,inferred from Mouse
214,neuromedin N,peptide,['NTS'],,,,,inferred from Mouse
215,neuropeptide B-23,peptide,['arvcf'],,,,,inferred from Human
216,neuropeptide B-29,peptide,['arvcf'],,,,,inferred from Human
217,neuropeptide FF,peptide,['atf7'],,,,,inferred from Human
218,neuropeptide K,peptide,['olfm2'],,,,,inferred from Rat
219,neuropeptide S,peptide,['NPS'],,,,,inferred from Mouse
220,neuropeptide W-23,peptide,['arvcf'],,,,,inferred from Human
221,neuropeptide W-30,peptide,['arvcf'],,,,,inferred from Human
222,neuropeptide Y,peptide,['npy'],,,,,inferred from Mouse
223,neuropeptide Y-(3-36),peptide,['npy'],,,,,inferred from Mouse
224,neuropeptide γ,peptide,['olfm2'],,,,,inferred from Mouse
225,neurotensin,peptide,['NTS'],,,,,inferred from Mouse
226,neurotrophin-3,peptide,['ntf3'],,,,,inferred from Human
227,neurotrophin-4,peptide,['rad50'],,,,,inferred from Human
228,nociceptin/orphanin FQ,peptide,['acod1lb'],,,,,inferred from Mouse
229,orexin-A,peptide,"['l3mbtl3', 'yrdc']",,,,,inferred from Mouse
230,orexin-B,peptide,"['l3mbtl3', 'yrdc']",,,,,inferred from Human
231,osteocrin,peptide,['atp1b1'],,,,,inferred from Human
232,oxytocin,peptide,['nek9'],,,,,inferred from Mouse
233,peptide YY,peptide,['slamf8'],,,,,inferred from Mouse
234,prokineticin-1,peptide,['ror1'],,,,,inferred from Human
235,prokineticin-2,peptide,['nefh'],,,,,inferred from Human
236,prokineticin-2β,peptide,['nefh'],,,,,inferred from Human
237,prolactin,peptide,['gpt2'],,,,,inferred from Human
238,prosaptide,peptide,['psap'],,,,,inferred from Human
239,protein S,peptide,['pros1'],,,,,inferred from Human
240,relaxin,peptide,['akt2'],,,,,inferred from Rat
241,relaxin-1,peptide,"['akt2', 'akt2']",,,,,inferred from Human
242,ribosomal protein S19,peptide,['hibadh'],,,,,inferred from Human
243,stem cell factor,peptide,['kitlg'],,,,,inferred from Human
244,substance P,peptide,['olfm2'],,,,,inferred from Mouse
245,tumour necrosis factor membrane form,peptide,['trhr3'],,,,,inferred from Human
246,tumour necrosis factor shed form,peptide,['trhr3'],,,,,inferred from Human
247,urocortin 2,peptide,['cdc25a'],,,,,inferred from Mouse
248,urocortin 3,peptide,['cdc25a'],,,,,inferred from Mouse
249,urotensin II-related peptide,peptide,['uts2b'],,,,,inferred from Mouse
250,vasopressin,peptide,['nek9'],,,,,inferred from Mouse
251,xenin,peptide,['copa'],,,,,inferred from Mouse
252,α-MSH,peptide,['gfra4'],,,,,inferred from Mouse
253,β-CGRP,peptide,['CALCB'],,,,,inferred from Rat
254,β-endorphin,peptide,['gfra4'],,,,,inferred from Human
255,γ-MSH,peptide,['gfra4'],,,,,inferred from Mouse
256,L-glutamic acid,molecule,,,"['lrpap1', 'hgf', 'SLC17A8']","['SLC1A1', 'SLC1A2', 'sugp1']",,Manually added genes
257,GABA,molecule,,"['mxra5', 'pglyrp1']",['slc32a1'],['ENSXETG00000004494'],,Manually added genes
258,glycine,molecule,,,['slc32a1'],['mxd4'],,Manually added genes
259,dopamine,molecule,,"['TH', 'ddc']","['en1', 'slc18a3']",['scnn1g'],['enc1.2'],Manually added genes
260,(-)-noradrenaline,molecule,,"['TH', 'ddc', 'enc1.2']","['en1', 'slc18a3']",['scnn1g'],['PNMT'],Manually added genes
261,(-)-adrenaline,molecule,,"['TH', 'ddc', 'enc1.2', 'PNMT']",['en1'],,,Manually added genes
262,5-hydroxytryptamine,molecule,,"['TPH2', 'ddc']",['en1'],['SLC6A4'],,Manually added genes
263,acetylcholine,molecule,,['CHAT'],['slc18a3'],"['ACHE', 'SLC5A7']",,Manually added genes
