,ligand,ligand_type,preprogene,synthesis,transport,reuptake,excluded,comment
104,IFN-α21,peptide,"['ENSACAG00000017572', 'ENSACAG00000017580', 'ENSACAG00000024853', 'ENSACAG00000025902', 'ENSACAG00000026778', 'ENSACAG00000027003']",,,,,inferred from Human
105,IFN-α4,peptide,"['ENSACAG00000017572', 'ENSACAG00000017580', 'ENSACAG00000024853', 'ENSACAG00000025902', 'ENSACAG00000026778', 'ENSACAG00000027003']",,,,,inferred from Human
106,IFN-α5,peptide,"['ENSACAG00000017572', 'ENSACAG00000017580', 'ENSACAG00000024853', 'ENSACAG00000025902', 'ENSACAG00000026778', 'ENSACAG00000027003']",,,,,inferred from Human
107,IFN-α6,peptide,"['ENSACAG00000017572', 'ENSACAG00000017580', 'ENSACAG00000024853', 'ENSACAG00000025902', 'ENSACAG00000026778', 'ENSACAG00000027003']",,,,,inferred from Human
108,IFN-α7,peptide,"['ENSACAG00000017572', 'ENSACAG00000017580', 'ENSACAG00000024853', 'ENSACAG00000025902', 'ENSACAG00000026778', 'ENSACAG00000027003']",,,,,inferred from Human
109,IFN-α8,peptide,"['ENSACAG00000017572', 'ENSACAG00000017580', 'ENSACAG00000024853', 'ENSACAG00000025902', 'ENSACAG00000026778', 'ENSACAG00000027003']",,,,,inferred from Human
110,IFN-β,peptide,"['ENSACAG00000017572', 'ENSACAG00000017580', 'ENSACAG00000024853', 'ENSACAG00000025902', 'ENSACAG00000026778', 'ENSACAG00000027003']",,,,,inferred from Human
112,IFN-κ,peptide,"['ENSACAG00000017572', 'ENSACAG00000017580', 'ENSACAG00000024853', 'ENSACAG00000025902', 'ENSACAG00000026778', 'ENSACAG00000027003']",,,,,inferred from Human
116,IFN-ω,peptide,"['ENSACAG00000017572', 'ENSACAG00000017580', 'ENSACAG00000024853', 'ENSACAG00000025902', 'ENSACAG00000026778', 'ENSACAG00000027003']",,,,,inferred from Human
118,IL-10,peptide,['IL10'],,,,,inferred from Human
119,IL-11,peptide,['ENSACAG00000015945'],,,,,inferred from Human
125,IL-17B,peptide,['IL17B'],,,,,inferred from Human
126,IL-17C,peptide,['ENSACAG00000006597'],,,,,inferred from Human
127,IL-17F,peptide,['IL17F'],,,,,inferred from Human
128,IL-18,peptide,['ENSACAG00000015396'],,,,,inferred from Human
135,IL-22,peptide,['IL22'],,,,,inferred from Human
137,IL-24,peptide,['IL24'],,,,,inferred from Human
138,IL-25,peptide,['ENSACAG00000006597'],,,,,inferred from Human
145,IL-36α,peptide,"['ENSACAG00000001497', 'ENSACAG00000001501', 'ENSACAG00000001507', 'ENSACAG00000028772']",,,,,inferred from Human
146,IL-36β,peptide,"['ENSACAG00000001497', 'ENSACAG00000001501', 'ENSACAG00000001507', 'ENSACAG00000028772']",,,,,inferred from Human
147,IL-36γ,peptide,"['ENSACAG00000001497', 'ENSACAG00000001501', 'ENSACAG00000001507', 'ENSACAG00000028772']",,,,,inferred from Human
148,IL-37,peptide,"['ENSACAG00000001497', 'ENSACAG00000001501', 'ENSACAG00000001507', 'ENSACAG00000028772']",,,,,inferred from Human
151,IL-6,peptide,['IL6'],,,,,inferred from Human
158,LIGHT,peptide,['TNFSF14'],,,,,inferred from Human
159,LL-37,peptide,['ENSACAG00000006634'],,,,,inferred from Human
160,LVP,peptide,['ENSACAG00000006634'],,,,,inferred from Human
161,M-CSF,peptide,['ENSACAG00000012025'],,,,,inferred from Human
164,Müllerian inhibiting substance,peptide,['ENSACAG00000015562'],,,,,inferred from Human
165,NGF,peptide,['NGF'],,,,,inferred from Human
166,NPY,peptide,['NGF'],,,,,inferred from Human
168,PACAP-27,peptide,['ADCYAP1'],,,,,inferred from Mouse
169,PACAP-38,peptide,['ADCYAP1'],,,,,inferred from Mouse
173,PHM,peptide,['VIP'],,,,,inferred from Human
174,PHV,peptide,['VIP'],,,,,inferred from Rat
175,PTHrP,peptide,['PTHLH'],,,,,inferred from Human
176,PTHrP-(1-36),peptide,['PTHLH'],,,,,inferred from Human
177,PYY-(3-36),peptide,['PYY'],,,,,inferred from Mouse
178,PrRP-20,peptide,['PRLH'],,,,,inferred from Rat
179,PrRP-31,peptide,['PRLH'],,,,,inferred from Rat
182,R-spondin-1,peptide,['RSPO1'],,,,,inferred from Mouse
183,R-spondin-2,peptide,['RSPO2'],,,,,inferred from Mouse
184,R-spondin-3,peptide,['RSPO3'],,,,,inferred from Mouse
185,R-spondin-4,peptide,['RSPO4'],,,,,inferred from Mouse
186,RANK ligand,peptide,['TNFSF11'],,,,,inferred from Human
187,RFRP-3,peptide,['NPVF'],,,,,inferred from Human
189,SRIF-14,peptide,['SST'],,,,,inferred from Mouse
190,SRIF-28,peptide,['SST'],,,,,inferred from Mouse
191,T-kinin,peptide,['ENSACAG00000007761'],,,,,inferred from Rat
193,TGFβ1,peptide,['TGFB1'],,,,,inferred from Human
194,TGFβ2,peptide,['TGFB2'],,,,,inferred from Human
195,TGFβ3,peptide,['TGFB3'],,,,,inferred from Human
196,TIP39,peptide,['ENSACAG00000029530'],,,,,inferred from Mouse
197,TL1A,peptide,['TNFSF15'],,,,,inferred from Human
199,TRAIL,peptide,['TNFSF10'],,,,,inferred from Human
200,TRH,peptide,['ENSACAG00000028972'],,,,,inferred from Mouse
202,TWEAK,peptide,['ENSACAG00000014779'],,,,,inferred from Human
203,VEGFA,peptide,['VEGFA'],,,,,inferred from Human
205,VEGFC,peptide,['VEGFC'],,,,,inferred from Human
206,VEGFD,peptide,['VEGFD'],,,,,inferred from Human
207,VEGFE,peptide,['PDGFC'],,,,,inferred from Human
208,VIP,peptide,['VIP'],,,,,inferred from Mouse
210,Wnt-4,peptide,['WNT4'],,,,,inferred from Human
211,Wnt-5a,peptide,['WNT5A'],,,,,inferred from Human
214,[Leu]enkephalin,peptide,['PENK'],,,,,inferred from Mouse
215,[Met]enkephalin,peptide,['PENK'],,,,,inferred from Mouse
217,[des-Arg10]kallidin,peptide,['ENSACAG00000007761'],,,,,inferred from Human
218,[des-Arg9]bradykinin,peptide,['ENSACAG00000007761'],,,,,inferred from Mouse
220,activin A,peptide,['INHBA'],,,,,inferred from Human
222,activin B,peptide,['INHBB'],,,,,inferred from Human
229,amphiregulin,peptide,['AREG'],,,,,inferred from Human
230,amylin,peptide,['IAPP'],,,,,inferred from Mouse
231,amyloid β,peptide,['ENSACAG00000003245'],,,,,inferred from Human
232,angiopoietin-1,peptide,['ANGPT1'],,,,,inferred from Human
233,angiopoietin-4,peptide,['ANGPT4'],,,,,inferred from Human
234,angiotensin A,peptide,['AGT'],,,,,inferred from Human
235,angiotensin II,peptide,['AGT'],,,,,inferred from Mouse
236,angiotensin III,peptide,['AGT'],,,,,inferred from Mouse
237,angiotensin IV,peptide,['AGT'],,,,,inferred from Mouse
238,angiotensin-(1-7),peptide,['AGT'],,,,,inferred from Mouse
239,annexin I,peptide,['ANXA1'],,,,,inferred from Human
240,annexin I-(2-26),peptide,['ANXA1'],,,,,inferred from Human
249,bovine adrenal medulla peptide 8-22,peptide,['PENK'],,,,,inferred from Human
250,bradykinin,peptide,['ENSACAG00000007761'],,,,,inferred from Mouse
254,cardiotrophin-1,peptide,['CTF1'],,,,,inferred from Human
257,chorionic somatomammotropin hormone-like 1 ,peptide,['ENSACAG00000012951'],,,,,inferred from Human
258,ciliary neurotrophic factor,peptide,['CNTF'],,,,,inferred from Human
259,corticotrophin-releasing hormone,peptide,['CRH'],,,,,inferred from Mouse
260,corticotropin-releasing factor,peptide,['CRH'],,,,,inferred from Mouse
262,cytokine domain of tyrosyl tRNA synthetase,peptide,['YARS1'],,,,,inferred from Human
269,dynorphin A,peptide,['PDYN'],,,,,inferred from Mouse
270,dynorphin A-(1-13),peptide,['PDYN'],,,,,inferred from Mouse
271,dynorphin A-(1-8),peptide,['PDYN'],,,,,inferred from Mouse
272,dynorphin B,peptide,['PDYN'],,,,,inferred from Mouse
275,endothelin-1,peptide,['EDN1'],,,,,inferred from Mouse
276,endothelin-2,peptide,['ENSACAG00000000261'],,,,,inferred from Human
277,endothelin-3,peptide,['ENSACAG00000003712'],,,,,inferred from Mouse
278,epigen,peptide,['EPGN'],,,,,inferred from Human
279,epiregulin,peptide,['EREG'],,,,,inferred from Human
281,galanin,peptide,['GAL'],,,,,inferred from Mouse
283,gastric inhibitory polypeptide,peptide,['ENSACAG00000006291'],,,,,inferred from Rat
288,gastrin-releasing peptide,peptide,['UCMA'],,,,,inferred from Human
290,glucagon,peptide,['GCG'],,,,,inferred from Mouse
291,glucagon-like peptide 1-(7-36) amide,peptide,['GCG'],,,,,inferred from Mouse
292,glucagon-like peptide 1-(7-37),peptide,['GCG'],,,,,inferred from Mouse
293,glucagon-like peptide 2,peptide,['GCG'],,,,,inferred from Rat
294,glucagon-like peptide 2-(2-33),peptide,['GCG'],,,,,inferred from Rat
295,glucagon-like peptide 2-(3-33),peptide,['GCG'],,,,,inferred from Rat
296,growth arrest specific protein 6,peptide,['GAS6'],,,,,inferred from Human
298,growth hormone 1,peptide,['ENSACAG00000012951'],,,,,inferred from Human
299,growth hormone 2,peptide,['ENSACAG00000012951'],,,,,inferred from Human
303,growth/differentiation factor-7,peptide,['GDF7'],,,,,inferred from Human
304,growth/differentiation factor-9,peptide,['GDF9'],,,,,inferred from Human
305,guanylin,peptide,['ENSACAG00000008428'],,,,,inferred from Human
306,guanylyl cyclase-activating protein 1,peptide,['ENSACAG00000006019'],,,,,inferred from Mouse
309,hepatocyte growth factor,peptide,['HGF'],,,,,inferred from Human
312,insulin,peptide,"['ENSACAG00000009720', 'ENSACAG00000009720']",,,,,inferred from Human
313,insulin-like growth factor 1,peptide,['IGF1'],,,,,inferred from Mouse
314,insulin-like growth factor 2,peptide,['IGF2'],,,,,inferred from Human
315,kallidin,peptide,['ENSACAG00000007761'],,,,,inferred from Human
320,large neuromedin N,peptide,['NTS'],,,,,inferred from Human
321,large neurotensin,peptide,['NTS'],,,,,inferred from Human
323,liver enriched antimicrobial peptide 2,peptide,['LEAP2'],,,,,inferred from Human
326,macrophage stimulating protein 1,peptide,['MST1'],,,,,inferred from Human
327,melanin-concentrating hormone,peptide,['PMCH'],,,,,inferred from Mouse
328,microtubule associated protein tau,peptide,['MAPT'],,,,,inferred from Human
331,myostatin,peptide,['MSTN'],,,,,inferred from Human
332,neuregulin-1,peptide,['NRG1'],,,,,inferred from Human
333,neuregulin-2,peptide,['NRG2'],,,,,inferred from Human
334,neuregulin-3,peptide,['NRG3'],,,,,inferred from Human
336,neurokinin A,peptide,['TAC1'],,,,,inferred from Mouse
337,neurokinin B,peptide,['TAC3'],,,,,inferred from Mouse
339,neuromedin N,peptide,['NTS'],,,,,inferred from Mouse
341,neuromedin U-23,peptide,['NMU'],,,,,inferred from Rat
342,neuromedin U-25,peptide,['NMU'],,,,,inferred from Human
343,neuromedin U-8,peptide,['NMU'],,,,,inferred from Human
346,neuropeptide FF,peptide,['NPFF'],,,,,inferred from Mouse
347,neuropeptide K,peptide,['TAC1'],,,,,inferred from Rat
351,neuropeptide Y,peptide,['NPY'],,,,,inferred from Mouse
352,neuropeptide Y-(3-36),peptide,['NPY'],,,,,inferred from Mouse
353,neuropeptide γ,peptide,['TAC1'],,,,,inferred from Mouse
354,neurotensin,peptide,['NTS'],,,,,inferred from Mouse
355,neurotrophin-3,peptide,['NTF3'],,,,,inferred from Human
356,neurotrophin-4,peptide,['NTF4'],,,,,inferred from Human
357,nociceptin/orphanin FQ,peptide,['PNOC'],,,,,inferred from Mouse
360,orexin-A,peptide,['HCRT'],,,,,inferred from Mouse
361,orexin-B,peptide,['HCRT'],,,,,inferred from Human
365,peptide YY,peptide,['PYY'],,,,,inferred from Mouse
367,prokineticin-1,peptide,['PROK1'],,,,,inferred from Human
368,prokineticin-2,peptide,['PROK2'],,,,,inferred from Human
369,prokineticin-2β,peptide,['PROK2'],,,,,inferred from Human
370,prolactin,peptide,['PRL'],,,,,inferred from Human
371,prosaptide,peptide,['PSAP'],,,,,inferred from Human
372,protein S,peptide,['PROS1'],,,,,inferred from Human
373,relaxin,peptide,['ENSACAG00000024061'],,,,,inferred from Rat
374,relaxin-1,peptide,"['ENSACAG00000024061', 'ENSACAG00000024061']",,,,,inferred from Human
375,relaxin-3,peptide,['RLN3'],,,,,inferred from Human
376,relaxin-3 (B chain),peptide,['RLN3'],,,,,inferred from Human
380,stem cell factor,peptide,['KITLG'],,,,,inferred from Human
381,substance P,peptide,['TAC1'],,,,,inferred from Mouse
382,thrombopoietin,peptide,['ENSACAG00000002821'],,,,,inferred from Human
384,tumour necrosis factor membrane form,peptide,"['ENSACAG00000025384', 'ENSACAG00000028461']",,,,,inferred from Human
385,tumour necrosis factor shed form,peptide,"['ENSACAG00000025384', 'ENSACAG00000028461']",,,,,inferred from Human
387,urocortin 2,peptide,['ENSACAG00000002724'],,,,,inferred from Mouse
388,urocortin 3,peptide,['ENSACAG00000002724'],,,,,inferred from Mouse
393,xenin,peptide,['ENSACAG00000016256'],,,,,inferred from Mouse
395,α-MSH,peptide,['POMC'],,,,,inferred from Mouse
396,α-neoendorphin,peptide,['PDYN'],,,,,inferred from Mouse
397,β-CGRP,peptide,['CALCB'],,,,,inferred from Rat
398,β-endorphin,peptide,['POMC'],,,,,inferred from Human
399,β-neoendorphin,peptide,['PDYN'],,,,,inferred from Mouse
400,γ-MSH,peptide,['POMC'],,,,,inferred from Mouse
