,receptor,family,type,gene
89,KCa2.2,Calcium- and sodium-activated potassium channels,vgic,['SK']
90,KCa2.3,Calcium- and sodium-activated potassium channels,vgic,['SK']
91,KCa3.1,Calcium- and sodium-activated potassium channels,vgic,['SK']
92,KNa1.1,Calcium- and sodium-activated potassium channels,vgic,['SLO2']
93,KNa1.2,Calcium- and sodium-activated potassium channels,vgic,['SLO2']
94,KCa5.1,Calcium- and sodium-activated potassium channels,vgic,['SLO2']
95,Kir1.1,Inwardly rectifying potassium channels,vgic,"['Irk3', 'Irk2', 'Irk1']"
96,Kir3.2,Inwardly rectifying potassium channels,vgic,"['Irk3', 'Irk2', 'Irk1']"
97,Kir3.3,Inwardly rectifying potassium channels,vgic,"['Irk3', 'Irk2', 'Irk1']"
98,Kir3.4,Inwardly rectifying potassium channels,vgic,"['Irk3', 'Irk2', 'Irk1']"
99,RyR1,Ryanodine receptors,vgic,['RyR']
100,RyR2,Ryanodine receptors,vgic,['RyR']
101,RyR3,Ryanodine receptors,vgic,['RyR']
102,TRPA1,Transient Receptor Potential channels,vgic,['TrpA1']
103,TRPC1,Transient Receptor Potential channels,vgic,"['trp', 'trpl']"
104,TRPC4,Transient Receptor Potential channels,vgic,"['trp', 'trpl']"
105,TRPC5,Transient Receptor Potential channels,vgic,"['trp', 'trpl']"
106,TRPM1,Transient Receptor Potential channels,vgic,['Trpm']
107,TRPM3,Transient Receptor Potential channels,vgic,['Trpm']
108,TRPM4,Transient Receptor Potential channels,vgic,['Trpm']
109,TRPM5,Transient Receptor Potential channels,vgic,['Trpm']
110,TRPM6,Transient Receptor Potential channels,vgic,['Trpm']
111,TRPM7,Transient Receptor Potential channels,vgic,['Trpm']
112,TRPM8,Transient Receptor Potential channels,vgic,['Trpm']
113,TRPML1,Transient Receptor Potential channels,vgic,"['CG42638', 'Trpml']"
114,TRPML2,Transient Receptor Potential channels,vgic,"['CG42638', 'Trpml']"
115,TRPML3,Transient Receptor Potential channels,vgic,"['CG42638', 'Trpml']"
116,TRPP1,Transient Receptor Potential channels,vgic,['Pkd2']
117,TRPP3,Transient Receptor Potential channels,vgic,['Pkd2']
118,TRPV1,Transient Receptor Potential channels,vgic,"['nan', 'iav']"
119,TRPV2,Transient Receptor Potential channels,vgic,"['nan', 'iav']"
120,TRPV3,Transient Receptor Potential channels,vgic,"['nan', 'iav']"
121,TRPV4,Transient Receptor Potential channels,vgic,"['nan', 'iav']"
122,TRPV5,Transient Receptor Potential channels,vgic,"['nan', 'iav']"
123,TRPV6,Transient Receptor Potential channels,vgic,"['nan', 'iav']"
124,K2P1.1,Two P domain potassium channels,vgic,"['Ork1', 'Task7', 'Task6', 'CG10864', 'CG42340']"
125,K2P2.1,Two P domain potassium channels,vgic,"['Ork1', 'Task7', 'Task6', 'CG10864', 'CG42340']"
126,K2P3.1,Two P domain potassium channels,vgic,"['Task7', 'Task6', 'CG10864', 'CG42340']"
127,K2P4.1,Two P domain potassium channels,vgic,"['Ork1', 'Task7', 'Task6', 'CG10864', 'CG42340']"
128,K2P5.1,Two P domain potassium channels,vgic,"['Ork1', 'Task7', 'Task6', 'CG10864', 'CG42340']"
129,K2P6.1,Two P domain potassium channels,vgic,"['Ork1', 'Task7', 'Task6', 'CG10864', 'CG42340']"
130,K2P7.1,Two P domain potassium channels,vgic,"['Ork1', 'sand', 'Task7', 'Task6', 'CG10864', 'CG34396', 'CG42340', 'CG42594']"
131,K2P9.1,Two P domain potassium channels,vgic,"['Ork1', 'Task7', 'Task6', 'CG10864', 'CG42340']"
132,K2P10.1,Two P domain potassium channels,vgic,"['Ork1', 'Task7', 'Task6', 'CG10864', 'CG42340']"
133,K2P12.1,Two P domain potassium channels,vgic,"['Ork1', 'Task7', 'Task6', 'CG10864', 'CG42340']"
134,K2P13.1,Two P domain potassium channels,vgic,"['Ork1', 'Task7', 'Task6', 'CG10864', 'CG42340']"
135,K2P15.1,Two P domain potassium channels,vgic,"['Task7', 'Task6', 'CG10864', 'CG42340']"
136,K2P16.1,Two P domain potassium channels,vgic,"['Ork1', 'Task7', 'Task6', 'CG10864', 'CG42340']"
137,K2P17.1,Two P domain potassium channels,vgic,"['Ork1', 'Task7', 'Task6', 'CG10864', 'CG34396', 'CG42340']"
138,K2P18.1,Two P domain potassium channels,vgic,"['Ork1', 'sand', 'Task7', 'Task6', 'CG10864', 'CG34396', 'CG42340', 'CG42594', 'CG43155']"
139,Kv4.3,Voltage-gated potassium channels,vgic,['Shal']
140,Kv10.1,Voltage-gated potassium channels,vgic,['eag']
141,ASIC1,Acid-sensing (proton-gated) ion channels (ASICs),lgic,"['Nach', 'ppk28', 'ppk17', 'ppk6', 'ppk12', 'ppk29', 'ppk24', 'ppk22', 'ppk8', 'ppk5', 'ppk16', 'ppk11', 'ppk9', 'ppk18']"
142,ASIC2,Acid-sensing (proton-gated) ion channels (ASICs),lgic,"['Nach', 'ppk28', 'ppk17', 'ppk6', 'ppk12', 'ppk29', 'ppk24', 'ppk22', 'ppk8', 'ppk5', 'ppk16', 'ppk11', 'ppk9', 'ppk18']"
143,ASIC3,Acid-sensing (proton-gated) ion channels (ASICs),lgic,"['Nach', 'ppk28', 'ppk17', 'ppk6', 'ppk12', 'ppk29', 'ppk24', 'ppk22', 'ppk8', 'ppk5', 'ppk16', 'ppk11', 'ppk9', 'ppk18']"
144,ENaC α,Epithelial sodium channel (ENaC),lgic,"['Nach', 'ppk28', 'ppk17', 'ppk6', 'ppk12', 'ppk29', 'ppk24', 'ppk22', 'ppk8', 'ppk5', 'ppk16', 'ppk11', 'ppk9', 'ppk18']"
145,ENaC β,Epithelial sodium channel (ENaC),lgic,"['Nach', 'ppk28', 'ppk17', 'ppk6', 'ppk12', 'ppk29', 'ppk24', 'ppk22', 'ppk8', 'ppk5', 'ppk16', 'ppk11', 'ppk9', 'ppk18']"
146,ENaC γ,Epithelial sodium channel (ENaC),lgic,"['Nach', 'ppk28', 'ppk17', 'ppk6', 'ppk12', 'ppk29', 'ppk24', 'ppk22', 'ppk8', 'ppk5', 'ppk16', 'ppk11', 'ppk9', 'ppk18']"
147,ENaC δ,Epithelial sodium channel (ENaC),lgic,"['Nach', 'ppk28', 'ppk17', 'ppk6', 'ppk12', 'ppk29', 'ppk24', 'ppk22', 'ppk8', 'ppk5', 'ppk16', 'ppk11', 'ppk9', 'ppk18']"
148,GluN1,Ionotropic glutamate receptors,lgic,['Nmdar1']
149,IP3R1,IP3 receptors,lgic,['RyR']
150,IP3R2,IP3 receptors,lgic,['RyR']
151,IP3R3,IP3 receptors,lgic,['RyR']
152,AQP0,Aquaporins,other_ic,"['Eglp1', 'Eglp2', 'Eglp3', 'Eglp4']"
153,AQP1,Aquaporins,other_ic,"['Eglp1', 'Eglp2', 'Eglp3', 'Eglp4']"
154,AQP2,Aquaporins,other_ic,"['Eglp1', 'Eglp2', 'Eglp3', 'Eglp4']"
155,AQP3,Aquaporins,other_ic,"['Eglp1', 'Eglp2', 'Eglp3', 'Eglp4']"
156,AQP4,Aquaporins,other_ic,"['Eglp1', 'Eglp2', 'Eglp3', 'Eglp4']"
157,AQP5,Aquaporins,other_ic,"['Eglp1', 'Eglp2', 'Eglp3', 'Eglp4']"
158,AQP6,Aquaporins,other_ic,"['Eglp1', 'Eglp2', 'Eglp3', 'Eglp4']"
159,AQP7,Aquaporins,other_ic,"['Eglp1', 'Eglp2', 'Eglp3', 'Eglp4']"
160,AQP8,Aquaporins,other_ic,"['Eglp1', 'Eglp2', 'Eglp3', 'Eglp4']"
161,AQP9,Aquaporins,other_ic,"['Eglp1', 'Eglp2', 'Eglp3', 'Eglp4']"
162,AQP10,Aquaporins,other_ic,"['Drip', 'Eglp1', 'Eglp2', 'Eglp3', 'Eglp4']"
163,AQP11,Aquaporins,other_ic,['AQP']
164,CFTR,CFTR,other_ic,"['l(2)03659', 'CG7627', 'MRP', 'CG9270', 'CG10505', 'CG4562', 'rdog', 'CG11898', 'CG31792', 'Mrp4']"
165,ClC-1,ClC family,other_ic,['ClC-c']
166,ClC-2,ClC family,other_ic,['ClC-c']
167,ClC-Ka,ClC family,other_ic,"['ClC-c', 'ClC-a']"
168,ClC-Kb,ClC family,other_ic,"['ClC-c', 'ClC-a']"
169,ClC-3,ClC family,other_ic,['ClC-c']
170,ClC-4,ClC family,other_ic,['ClC-c']
171,ClC-5,ClC family,other_ic,['ClC-c']
172,ClC-6,ClC family,other_ic,['ClC-c']
173,ClC-7,ClC family,other_ic,['ClC-b']
174,Orai1,Orai channels,other_ic,['olf186-F']
175,Orai2,Orai channels,other_ic,['olf186-F']
176,Orai3,Orai channels,other_ic,['olf186-F']
177,Piezo1,Piezo channels,other_ic,['Piezo']
178,Piezo2,Piezo channels,other_ic,['Piezo']
179,Navi2.1,"Sodium leak channel, non-selective",other_ic,['na']
180,GDNF family receptor α1,GDNF receptor family,catalytic_receptor,['Gfrl']
181,GDNF family receptor α2,GDNF receptor family,catalytic_receptor,['Gfrl']
182,GDNF family receptor α3,GDNF receptor family,catalytic_receptor,['Gfrl']
183,GDNF family receptor α4,GDNF receptor family,catalytic_receptor,['Gfrl']
184,GDNF family receptor alpha like,GDNF receptor family,catalytic_receptor,['Gfrl']
185,"integrin, beta 4 subunit",Integrins,catalytic_receptor,['mys']
186,"integrin, beta 8 subunit",Integrins,catalytic_receptor,['mys']
187,Guanylyl cyclase β1 subunit,Nitric oxide (NO)-sensitive (soluble) guanylyl cyclase,catalytic_receptor,['Gycbeta100B']
188,NLRC4,NOD-like receptor family,catalytic_receptor,['Diap2']
189,RTP Type O,Receptor tyrosine phosphatase (RTP) family,catalytic_receptor,"['Ptp4E', 'Ptp10D']"
190,Guanylyl cyclase-A,Transmembrane guanylyl cyclases,catalytic_receptor,['CG31183']
191,activin A receptor type 2A,Type II receptor serine/threonine kinases,catalytic_receptor,"['tkv', 'babo']"
192,anti-Mullerian hormone receptor type 2,Type II receptor serine/threonine kinases,catalytic_receptor,"['tkv', 'babo', 'wit']"
193,activin A receptor type IL,Type I receptor serine/threonine kinases,catalytic_receptor,"['put', 'tkv', 'babo', 'wit']"
194,activin A receptor type 1,Type I receptor serine/threonine kinases,catalytic_receptor,"['put', 'tkv', 'babo']"
195,activin A receptor type 1B,Type I receptor serine/threonine kinases,catalytic_receptor,"['tkv', 'babo']"
196,bone morphogenetic protein receptor type IB,Type I receptor serine/threonine kinases,catalytic_receptor,['tkv']
197,activin A receptor type 1C,Type I receptor serine/threonine kinases,catalytic_receptor,"['tkv', 'babo']"
198,muscle associated receptor tyrosine kinase,Type IX RTKs: MuSK,catalytic_receptor,['Nrk']
199,protein tyrosine kinase 7 (inactive),Type VI RTKs: PTK7/CCK4,catalytic_receptor,"['otk', 'otk2']"
200,ret proto-oncogene,Type XIV RTKs: RET,catalytic_receptor,['Ret']
201,"c-ros oncogene 1, receptor tyrosine kinase",Type XVII RTKs: ROS receptors,catalytic_receptor,['sev']
202,isocitrate dehydrogenase (NADP(+)) 1,1.1.1.42 Isocitrate dehydrogenases,enzyme,['Idh']
203,"tryptophan 2,3-dioxygenase",1.13.11.- Dioxygenases,enzyme,['v']
204,lysine demethylase 1A,1.14.11.- Histone demethylases,enzyme,['Su(var)3-3']
205,lysine demethylase 1B,1.14.11.- Histone demethylases,enzyme,"['CG10561', 'CG8032']"
206,lysine demethylase 3A,1.14.11.- Histone demethylases,enzyme,['JHDM2']
207,lysine demethylase 3B,1.14.11.- Histone demethylases,enzyme,['JHDM2']
208,lysine demethylase 4A,1.14.11.- Histone demethylases,enzyme,['lid']
209,lysine demethylase 4B,1.14.11.- Histone demethylases,enzyme,['lid']
210,lysine demethylase 4C,1.14.11.- Histone demethylases,enzyme,"['Kdm4A', 'Kdm4B']"
211,lysine demethylase 4D,1.14.11.- Histone demethylases,enzyme,['lid']
212,lysine demethylase 4E,1.14.11.- Histone demethylases,enzyme,['lid']
213,lysine demethylase 5A,1.14.11.- Histone demethylases,enzyme,['lid']
214,lysine demethylase 5B,1.14.11.- Histone demethylases,enzyme,['lid']
215,lysine demethylase 5C,1.14.11.- Histone demethylases,enzyme,['lid']
216,lysine demethylase 5D,1.14.11.- Histone demethylases,enzyme,['lid']
217,lysine demethylase 6A,1.14.11.- Histone demethylases,enzyme,['Utx']
218,lysine demethylase 6B,1.14.11.- Histone demethylases,enzyme,['Utx']
219,lysine demethylase 8,1.14.11.- Histone demethylases,enzyme,['JMJD5']
220,PHD finger protein 2,1.14.11.- Histone demethylases,enzyme,['Kdm2']
221,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase",1.14.11.- Histone demethylases,enzyme,['PSR']
222,ribonucleotide reductase catalytic subunit M1,1.17.4.1 Ribonucleoside-diphosphate reductases,enzyme,['RnrL']
223,ribonucleotide reductase regulatory subunit M2,1.17.4.1 Ribonucleoside-diphosphate reductases,enzyme,['RnrS']
224,ribonucleotide reductase regulatory TP53 inducible subunit M2B,1.17.4.1 Ribonucleoside-diphosphate reductases,enzyme,['RnrS']
225,lysyl oxidase like 2,1.4.3.13 Lysyl oxidases,enzyme,['Loxl1']
226,aldehyde dehydrogenase 2 family member,1.-.-.- Oxidoreductases,enzyme,['Aldh']
227,aldo-keto reductase family 1 member B,1.-.-.- Oxidoreductases,enzyme,['CG6084']
228,catalase,1.-.-.- Oxidoreductases,enzyme,"['Cat', 'CG9314']"
229,dihydrofolate reductase,1.-.-.- Oxidoreductases,enzyme,['Dhfr']
230,dihydroorotate dehydrogenase (quinone),1.-.-.- Oxidoreductases,enzyme,['Dhod']
231,4-hydroxyphenylpyruvate dioxygenase,1.-.-.- Oxidoreductases,enzyme,['Hpd']
232,inosine monophosphate dehydrogenase 1,1.-.-.- Oxidoreductases,enzyme,['ras']
233,myeloperoxidase,1.-.-.- Oxidoreductases,enzyme,"['Pxd', 'Pxn', 'CG4009', 'cysu']"
234,sepiapterin reductase,1.-.-.- Oxidoreductases,enzyme,"['Sptr', 'CG12116']"
235,vitamin K epoxide reductase complex subunit 1,1.-.-.- Oxidoreductases,enzyme,['Vkor']
236,xanthine dehydrogenase,1.-.-.- Oxidoreductases,enzyme,['ry']
237,"phosphoinositide kinase, FYVE-type zinc finger containing",1-phosphatidylinositol-3-phosphate 5-kinase family,enzyme,['fab1']
238,phosphatidylinositol 4-kinase alpha,1-phosphatidylinositol 4-kinase family,enzyme,['PI4KIIIalpha']
239,phosphatidylinositol 4-kinase beta,1-phosphatidylinositol 4-kinase family,enzyme,['fwd']
240,DOT1 like histone lysine methyltransferase,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['gpp']
241,lysine methyltransferase 2E (inactive),2.1.1.43 Histone methyltransferases (HMTs),enzyme,['upSET']
242,SET and MYND domain containing 2,2.1.1.43 Histone methyltransferases (HMTs),enzyme,"['Smyd3', 'dao', 'SmydA-9', 'SmydA-5', 'Smyd4-1', 'Smyd4-2', 'CG18213', 'SmydA-8']"
243,suppressor of variegation 3-9 homolog 1,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Su(var)3-9']
244,thymidylate synthetase,2.1.1.- Methyltransferases,enzyme,['Ts']
245,protein arginine methyltransferase 2 ,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Art8']
246,protein arginine methyltransferase 3,2.1.1.- Protein arginine N-methyltransferases,enzyme,"['Art9', 'Art6', 'Art3', 'CG32152']"
247,coactivator associated arginine methyltransferase 1,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Art4']
248,protein arginine methyltransferase 5 ,2.1.1.- Protein arginine N-methyltransferases,enzyme,['csul']
249,protein arginine methyltransferase 7 ,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Art7']
250,protein arginine methyltransferase 8,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Art1']
251,F-box protein 11,2.1.1.- Protein arginine N-methyltransferases,enzyme,['FBXO11']
252,F-box protein 10,2.1.1.- Protein arginine N-methyltransferases,enzyme,['FBXO11']
253,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","2.1.2.- Hydroxymethyl-, formyl- and related transferases",enzyme,['Gart']
254,clock circadian regulator,2.3.1.48 Histone acetyltransferases (HATs),enzyme,"['Met', 'gce', 'tgo']"
255,elongator acetyltransferase complex subunit 3,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Elp3']
256,histone acetyltransferase 1,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Hat1']
257,jumonji domain containing 1C,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['JHDM2']
258,lysine acetyltransferase 5,2.3.1.48 Histone acetyltransferases (HATs),enzyme,"['tth', 'd4']"
259,lysine acetyltransferase 6A,2.3.1.48 Histone acetyltransferases (HATs),enzyme,"['tth', 'd4']"
260,lysine acetyltransferase 2A,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Acf']
261,lysine acetyltransferase 2B,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Acf']
262,lysine acetyltransferase 6B,2.3.1.48 Histone acetyltransferases (HATs),enzyme,"['tth', 'd4']"
263,lysine acetyltransferase 8,2.3.1.48 Histone acetyltransferases (HATs),enzyme,"['mof', 'CG1894']"
264,nuclear receptor coactivator 1,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['tai']
265,nuclear receptor coactivator 2,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['tai']
266,nuclear receptor coactivator 3,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['tai']
267,fatty acid synthase,2.3.1.-  Acyltransferases,enzyme,"['FASN2', 'FASN1']"
268,diacylglycerol O-acyltransferase 1,2.3.1.-  Acyltransferases,enzyme,['mdy']
269,monoacylglycerol O-acyltransferase 2,2.3.1.-  Acyltransferases,enzyme,"['CG1941', 'Dgat2', 'CG1946']"
270,purine nucleoside phosphorylase,2.4.2.1 Purine-nucleoside phosphorylase,enzyme,"['CG18128', 'CG16758']"
271,glutathione S-transferase omega 1,2.5.1.18 Glutathione transferases,enzyme,"['GstD1', 'GstD2', 'GstD3', 'GstD4', 'GstD5', 'GstD6', 'GstD7', 'GstD8', 'GstE12', 'Clic', 'GstT3', 'GstE13', 'GstE1', 'GstE11', 'GstD9', 'GstD10', 'GstT1', 'GstT2', 'GstE9', 'GstE8', 'GstE7', 'GstE6', 'GstE5', 'GstE4', 'GstE3', 'GstE2', 'GstE10']"
272,"farnesyltransferase, CAAX box, alpha",2.5.1.58 Protein farnesyltransferase,enzyme,['Fnta']
273,"farnesyltransferase, CAAX box, beta",2.5.1.58 Protein farnesyltransferase,enzyme,['CG17565']
274,Branched chain amino acid transaminase 2,2.6.1.42 Branched-chain-amino-acid transaminase,enzyme,['CG1673']
275,pyruvate kinase M1/2,2.7.1.40 Pyruvate kinases,enzyme,"['CG2964', 'PyK']"
276,pyruvate kinase L/R,2.7.1.40 Pyruvate kinases,enzyme,"['CG2964', 'PyK']"
277,αβ-Hydrolase 2,2-Acylglycerol ester turnover,enzyme,['Hydr2']
278,αβ-Hydrolase 6,2-Acylglycerol ester turnover,enzyme,['kraken']
279,asparaginase,3.1.1.- Carboxylic Ester Hydrolases,enzyme,"['CG6428', 'CG8526']"
280,carboxyl ester lipase,3.1.1.- Carboxylic Ester Hydrolases,enzyme,"['Est-6', 'Est-P', 'Glt', 'Jhe', 'alpha-Est1', 'alpha-Est10', 'alpha-Est2', 'alpha-Est3', 'alpha-Est4', 'alpha-Est6', 'alpha-Est7', 'alpha-Est8', 'alpha-Est9', 'CG4757', 'CG9287', 'CG9289', 'CG3841', 'CG4382', 'Jhedup', 'gas', 'alpha-Est5']"
281,"lipase, gastric",3.1.1.- Carboxylic Ester Hydrolases,enzyme,"['Lip3', 'Lip1', 'Lip2', 'CG2772', 'Lip4', 'CG18301', 'CG18302', 'CG7329', 'CG3635', 'CG8093', 'CG11406', 'mag', 'CG11598', 'CG11600', 'CG11608', 'CG6753', 'CG18530', 'CG18284', 'CG31089', 'CG31091', 'CG31871', 'CG31872', 'CG17097']"
282,protein phosphatase methylesterase 1,3.1.1.- Carboxylic Ester Hydrolases,enzyme,['CG5068']
283,galactosamine (N-acetyl)-6-sulfatase,3.1.-.- Ester bond enzymes,enzyme,"['CG18278', 'CG7408', 'CG7402', 'CG32191', 'CG30059']"
