,receptor,family,type,gene
49,Retinoid X receptor-α,2B. Retinoid X receptors,nhr,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
50,Retinoid X receptor-β,2B. Retinoid X receptors,nhr,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
51,Retinoid X receptor-γ,2B. Retinoid X receptors,nhr,"['nhr-32', 'nhr-35', 'nhr-60', 'nhr-69', 'nhr-88', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
52,Testicular receptor 2,2C. Testicular receptors,nhr,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
53,Testicular receptor 4,2C. Testicular receptors,nhr,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
54,TLX,2E. Tailless-like receptors,nhr,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'ZK418.11']"
55,PNR,2E. Tailless-like receptors,nhr,"['fax-1', 'nhr-111']"
56,COUP-TF1,2F. COUP-TF-like receptors,nhr,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'ZK418.11']"
57,COUP-TF2,2F. COUP-TF-like receptors,nhr,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
58,V-erbA-related gene,2F. COUP-TF-like receptors,nhr,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
59,Nerve Growth factor IB,4A. Nerve growth factor IB-like receptors,nhr,['nhr-6']
60,Nuclear receptor related 1,4A. Nerve growth factor IB-like receptors,nhr,['nhr-6']
61,Neuron-derived orphan receptor 1,4A. Nerve growth factor IB-like receptors,nhr,['nhr-6']
62,Steroidogenic factor 1,5A. Fushi tarazu F1-like receptors,nhr,"['nhr-5', 'nhr-8', 'nhr-25', 'nhr-31', 'nhr-74', 'nhr-89', 'nhr-97', 'nhr-113', 'nhr-119', 'nhr-259', 'nhr-244', 'nhr-257', 'nhr-261', 'Y67D8B.2', 'nhr-277']"
63,Liver receptor homolog-1,5A. Fushi tarazu F1-like receptors,nhr,"['nhr-5', 'nhr-8', 'nhr-25', 'nhr-31', 'nhr-74', 'nhr-89', 'nhr-97', 'nhr-113', 'nhr-119', 'nhr-259', 'nhr-244', 'nhr-257', 'nhr-261', 'Y67D8B.2', 'nhr-277']"
64,KCa1.1,Calcium- and sodium-activated potassium channels,vgic,['slo-2']
65,KCa2.1,Calcium- and sodium-activated potassium channels,vgic,"['kcnl-1', 'kcnl-4', 'kcnl-2', 'kcnl-3']"
66,KCa2.2,Calcium- and sodium-activated potassium channels,vgic,"['kcnl-1', 'kcnl-4', 'kcnl-2', 'kcnl-3']"
67,KCa2.3,Calcium- and sodium-activated potassium channels,vgic,"['kcnl-1', 'kcnl-4', 'kcnl-2', 'kcnl-3']"
68,KCa3.1,Calcium- and sodium-activated potassium channels,vgic,"['kcnl-1', 'kcnl-4', 'kcnl-2', 'kcnl-3']"
69,KNa1.1,Calcium- and sodium-activated potassium channels,vgic,['slo-2']
70,KNa1.2,Calcium- and sodium-activated potassium channels,vgic,['slo-2']
71,KCa5.1,Calcium- and sodium-activated potassium channels,vgic,['slo-2']
72,Kir1.1,Inwardly rectifying potassium channels,vgic,"['irk-1', 'irk-2', 'irk-3']"
73,Kir3.2,Inwardly rectifying potassium channels,vgic,"['irk-1', 'irk-2', 'irk-3']"
74,Kir3.3,Inwardly rectifying potassium channels,vgic,"['irk-1', 'irk-2', 'irk-3']"
75,Kir3.4,Inwardly rectifying potassium channels,vgic,"['irk-1', 'irk-2', 'irk-3']"
76,RyR1,Ryanodine receptors,vgic,['unc-68']
77,RyR2,Ryanodine receptors,vgic,['unc-68']
78,RyR3,Ryanodine receptors,vgic,['unc-68']
79,TRPA1,Transient Receptor Potential channels,vgic,['trpa-2']
80,TRPC1,Transient Receptor Potential channels,vgic,['trp-2']
81,TRPC4,Transient Receptor Potential channels,vgic,['trp-2']
82,TRPC5,Transient Receptor Potential channels,vgic,['trp-2']
83,TRPM1,Transient Receptor Potential channels,vgic,"['gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
84,TRPM2,Transient Receptor Potential channels,vgic,"['trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
85,TRPM3,Transient Receptor Potential channels,vgic,"['ced-11', 'gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
86,TRPM4,Transient Receptor Potential channels,vgic,"['ced-11', 'gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
87,TRPM5,Transient Receptor Potential channels,vgic,"['ced-11', 'gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
88,TRPM6,Transient Receptor Potential channels,vgic,"['gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
89,TRPM7,Transient Receptor Potential channels,vgic,"['gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
90,TRPM8,Transient Receptor Potential channels,vgic,"['ced-11', 'gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
91,TRPML1,Transient Receptor Potential channels,vgic,['cup-5']
92,TRPML2,Transient Receptor Potential channels,vgic,['cup-5']
93,TRPML3,Transient Receptor Potential channels,vgic,['cup-5']
94,TRPP1,Transient Receptor Potential channels,vgic,['pkd-2']
95,TRPP3,Transient Receptor Potential channels,vgic,['pkd-2']
96,TRPV1,Transient Receptor Potential channels,vgic,"['ocr-4', 'osm-9']"
97,TRPV2,Transient Receptor Potential channels,vgic,"['ocr-4', 'osm-9']"
98,TRPV3,Transient Receptor Potential channels,vgic,"['ocr-4', 'osm-9']"
99,TRPV4,Transient Receptor Potential channels,vgic,"['ocr-4', 'osm-9']"
100,TRPV5,Transient Receptor Potential channels,vgic,"['ocr-4', 'osm-9']"
101,TRPV6,Transient Receptor Potential channels,vgic,"['ocr-4', 'osm-9']"
102,K2P1.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
103,K2P2.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
104,K2P3.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
105,K2P4.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
106,K2P5.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
107,K2P6.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
108,K2P7.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-28', 'twk-33', 'twk-34', 'twk-45', 'twk-46', 'twk-48']"
109,K2P9.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
110,K2P10.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
111,K2P12.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
112,K2P13.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
113,K2P15.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
114,K2P16.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
115,K2P17.1,Two P domain potassium channels,vgic,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-28', 'twk-33', 'twk-34', 'twk-45', 'twk-46', 'twk-48']"
116,K2P18.1,Two P domain potassium channels,vgic,['egl-23']
117,Kv10.2,Voltage-gated potassium channels,vgic,['egl-2']
118,ASIC1,Acid-sensing (proton-gated) ion channels (ASICs),lgic,"['mec-4', 'mec-10', 'del-8', 'delm-1', 'del-6', 'delm-2', 'acd-1', 'acd-2', 'del-7', 'acd-4']"
119,ASIC2,Acid-sensing (proton-gated) ion channels (ASICs),lgic,"['mec-4', 'mec-10', 'del-8', 'delm-1', 'del-6', 'delm-2', 'acd-1', 'acd-2', 'del-7', 'acd-4']"
120,ASIC3,Acid-sensing (proton-gated) ion channels (ASICs),lgic,"['mec-4', 'mec-10', 'del-8', 'delm-1', 'del-6', 'delm-2', 'acd-1', 'acd-2', 'del-7', 'acd-4']"
121,ENaC α,Epithelial sodium channel (ENaC),lgic,"['mec-4', 'mec-10', 'del-8', 'delm-1', 'del-6', 'delm-2', 'acd-1', 'acd-2', 'del-7', 'acd-4']"
122,ENaC β,Epithelial sodium channel (ENaC),lgic,"['mec-4', 'mec-10', 'del-8', 'delm-1', 'del-6', 'delm-2', 'acd-1', 'acd-2', 'del-7', 'acd-4']"
123,ENaC γ,Epithelial sodium channel (ENaC),lgic,"['mec-4', 'mec-10', 'del-8', 'delm-1', 'del-6', 'delm-2', 'acd-1', 'acd-2', 'del-7', 'acd-4']"
124,ENaC δ,Epithelial sodium channel (ENaC),lgic,"['mec-4', 'mec-10', 'del-8', 'delm-1', 'del-6', 'delm-2', 'acd-1', 'acd-2', 'del-7', 'acd-4']"
125,GluN1,Ionotropic glutamate receptors,lgic,['nmr-1']
126,IP3R1,IP3 receptors,lgic,['unc-68']
127,IP3R2,IP3 receptors,lgic,['unc-68']
128,IP3R3,IP3 receptors,lgic,['unc-68']
129,AQP2,Aquaporins,other_ic,['aqp-2']
130,AQP6,Aquaporins,other_ic,['aqp-2']
131,AQP8,Aquaporins,other_ic,['aqp-4']
132,AQP10,Aquaporins,other_ic,['aqp-2']
133,AQP11,Aquaporins,other_ic,"['aqp-9', 'aqp-10', 'aqp-11']"
134,CFTR,CFTR,other_ic,['cft-1']
135,ClC-1,ClC family,other_ic,['clh-5']
136,ClC-2,ClC family,other_ic,['clh-5']
137,ClC-Ka,ClC family,other_ic,"['clh-3', 'clh-5']"
138,ClC-Kb,ClC family,other_ic,"['clh-3', 'clh-5']"
139,ClC-3,ClC family,other_ic,['clh-5']
140,ClC-4,ClC family,other_ic,['clh-5']
141,ClC-5,ClC family,other_ic,['clh-5']
142,ClC-6,ClC family,other_ic,['clh-5']
143,ClC-7,ClC family,other_ic,['clh-6']
144,Orai1,Orai channels,other_ic,['orai-1']
145,Orai2,Orai channels,other_ic,['orai-1']
146,Orai3,Orai channels,other_ic,['orai-1']
147,Piezo1,Piezo channels,other_ic,['pezo-1']
148,Piezo2,Piezo channels,other_ic,['pezo-1']
149,Navi2.1,"Sodium leak channel, non-selective",other_ic,"['nca-2', 'F17C8.6']"
150,GDNF family receptor α1,GDNF receptor family,catalytic_receptor,['Y69A2AR.31']
151,GDNF family receptor α2,GDNF receptor family,catalytic_receptor,['Y69A2AR.31']
152,GDNF family receptor α3,GDNF receptor family,catalytic_receptor,['Y69A2AR.31']
153,GDNF family receptor α4,GDNF receptor family,catalytic_receptor,['Y69A2AR.31']
154,GDNF family receptor alpha like,GDNF receptor family,catalytic_receptor,['Y69A2AR.31']
155,Interleukin 17 receptor B,IL-17 receptor family,catalytic_receptor,['ilcr-1']
156,"integrin, beta 1 subunit (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",Integrins,catalytic_receptor,['C05D9.3']
157,"integrin, beta 2 subunit (complement component 3 receptor 3 and 4 subunit)",Integrins,catalytic_receptor,['C05D9.3']
158,"integrin, beta 4 subunit",Integrins,catalytic_receptor,['pat-3']
159,"integrin, beta 7 subunit",Integrins,catalytic_receptor,['C05D9.3']
160,"integrin, beta 8 subunit",Integrins,catalytic_receptor,['pat-3']
161,NLRC4,NOD-like receptor family,catalytic_receptor,['bir-2']
162,RTP Type O,Receptor tyrosine phosphatase (RTP) family,catalytic_receptor,['dep-1']
163,DExD/H-box helicase 58,RIG-I-like receptor family,catalytic_receptor,"['drh-1', 'drh-3']"
164,Guanylyl cyclase-A,Transmembrane guanylyl cyclases,catalytic_receptor,['gcy-28']
165,activin A receptor type 2A,Type II receptor serine/threonine kinases,catalytic_receptor,"['daf-1', 'sma-6']"
166,anti-Mullerian hormone receptor type 2,Type II receptor serine/threonine kinases,catalytic_receptor,"['daf-1', 'sma-6']"
167,activin A receptor type IL,Type I receptor serine/threonine kinases,catalytic_receptor,"['daf-1', 'daf-4', 'sma-6']"
168,activin A receptor type 1,Type I receptor serine/threonine kinases,catalytic_receptor,"['daf-1', 'daf-4', 'sma-6']"
169,activin A receptor type 1B,Type I receptor serine/threonine kinases,catalytic_receptor,"['daf-1', 'sma-6']"
170,bone morphogenetic protein receptor type IB,Type I receptor serine/threonine kinases,catalytic_receptor,['sma-6']
171,activin A receptor type 1C,Type I receptor serine/threonine kinases,catalytic_receptor,"['daf-1', 'sma-6']"
172,receptor like tyrosine kinase,Type XV RTKs: RYK,catalytic_receptor,['lin-18']
173,serine/threonine/tyrosine kinase 1,Type XX RTKs: STYK1,catalytic_receptor,['Y38H6C.20']
174,isocitrate dehydrogenase (NADP(+)) 1,1.1.1.42 Isocitrate dehydrogenases,enzyme,['idh-1']
175,isocitrate dehydrogenase (NADP(+)) 2,1.1.1.42 Isocitrate dehydrogenases,enzyme,['idh-2']
176,"tryptophan 2,3-dioxygenase",1.13.11.- Dioxygenases,enzyme,['tdo-2']
177,lysine demethylase 1A,1.14.11.- Histone demethylases,enzyme,"['spr-5', 'lsd-1']"
178,lysine demethylase 1B,1.14.11.- Histone demethylases,enzyme,"['spr-5', 'lsd-1']"
179,lysine demethylase 2A,1.14.11.- Histone demethylases,enzyme,"['jmjd-1.1', 'jmjd-1.2']"
180,lysine demethylase 2B,1.14.11.- Histone demethylases,enzyme,"['jmjd-1.1', 'jmjd-1.2']"
181,lysine demethylase 4A,1.14.11.- Histone demethylases,enzyme,['rbr-2']
182,lysine demethylase 4B,1.14.11.- Histone demethylases,enzyme,['rbr-2']
183,lysine demethylase 4C,1.14.11.- Histone demethylases,enzyme,['jmjd-2']
184,lysine demethylase 4D,1.14.11.- Histone demethylases,enzyme,['rbr-2']
185,lysine demethylase 4E,1.14.11.- Histone demethylases,enzyme,['rbr-2']
186,lysine demethylase 5A,1.14.11.- Histone demethylases,enzyme,['rbr-2']
187,lysine demethylase 5B,1.14.11.- Histone demethylases,enzyme,['rbr-2']
188,lysine demethylase 5C,1.14.11.- Histone demethylases,enzyme,['rbr-2']
189,lysine demethylase 5D,1.14.11.- Histone demethylases,enzyme,['rbr-2']
190,lysine demethylase 6A,1.14.11.- Histone demethylases,enzyme,"['jmjd-3.3', 'jmjd-3.2', 'utx-1', 'jmjd-3.1']"
191,lysine demethylase 6B,1.14.11.- Histone demethylases,enzyme,"['jmjd-3.3', 'jmjd-3.2', 'utx-1', 'jmjd-3.1']"
192,lysine demethylase 7A,1.14.11.- Histone demethylases,enzyme,"['jmjd-1.1', 'jmjd-1.2']"
193,lysine demethylase 8,1.14.11.- Histone demethylases,enzyme,['jmjd-5']
194,PHD finger protein 2,1.14.11.- Histone demethylases,enzyme,"['jmjd-1.1', 'jmjd-1.2', 'jhdm-1']"
195,PHD finger protein 8,1.14.11.- Histone demethylases,enzyme,"['jmjd-1.1', 'jmjd-1.2']"
196,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase",1.14.11.- Histone demethylases,enzyme,['psr-1']
197,kynurenine 3-monooxygenase,1.14.13.9 Kynurenine 3-monooxygenase,enzyme,"['kmo-2', 'kmo-1']"
198,ribonucleotide reductase catalytic subunit M1,1.17.4.1 Ribonucleoside-diphosphate reductases,enzyme,['rnr-1']
199,ribonucleotide reductase regulatory subunit M2,1.17.4.1 Ribonucleoside-diphosphate reductases,enzyme,"['rnr-2', 'F19G12.2']"
200,ribonucleotide reductase regulatory TP53 inducible subunit M2B,1.17.4.1 Ribonucleoside-diphosphate reductases,enzyme,"['rnr-2', 'F19G12.2']"
201,aldo-keto reductase family 1 member B,1.-.-.- Oxidoreductases,enzyme,"['F53F1.2', 'F53F1.3', 'Y39G8B.1', 'Y39G8B.2', 'C01G5.5']"
202,catalase,1.-.-.- Oxidoreductases,enzyme,"['ctl-1', 'ctl-2', 'ctl-3']"
203,dihydrofolate reductase,1.-.-.- Oxidoreductases,enzyme,['dhfr-1']
